institute code,institute name,branch code,course name,status,university,category,rank,percentile,gender,quota,category(1),branch,year,cap round
'1107,"P. R. Pote Patil College of Engineering & Management, Amravati",'0110724110,Master in Computer Application,Un-Aided-Autonomous,P. R. Pote Patil College of Engineering & Management,GOPENO,24981,4.067771,G,O,OPEN,MCA,2025,3
'1107,"P. R. Pote Patil College of Engineering & Management, Amravati",'0110724110,Master in Computer Application,Un-Aided-Autonomous,P. R. Pote Patil College of Engineering & Management,GSEBCO,4461,85.3851665,G,O,SEBC,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GOPENH,10593,67.3579428,G,H,OPEN,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GSCH,22789,16.9789978,G,H,SC,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GNTBH,21357,23.1010151,G,H,NTB,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GOBCH,10788,65.8578922,G,H,OBC,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GSTH,11047,65.8578922,G,H,ST,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GNTCH,15121,51.4093808,G,H,NTC,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GOPENO,14645,51.4093808,G,O,OPEN,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GOBCO,15504,49.3533426,G,O,OBC,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GSTO,16504,44.5345198,G,O,ST,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GNTCO,15991,46.3793819,G,O,NTC,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GNTDO,16607,44.5345198,G,O,NTD,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,GSEBCO,16537,44.5345198,G,O,SEBC,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,EWS,20581,27.2744425,E,S,EWS,MCA,2025,3
'1111,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",'0111124110,Master in Computer Application,Un-Aided-Autonomous,P.G. Department of Computer Science & Technology,TFWS,12855,58.7911466,T,S,TFWS,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GOPENH,4875,85.2118788,G,H,OPEN,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GSCH,20562,27.2744425,G,H,SC,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GNTBH,21794,21.0059952,G,H,NTB,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GNTDH,11205,65.8578922,G,H,NTD,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GOBCH,17559,41.4550394,G,H,OBC,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GSTH,15569,49.3533426,G,H,ST,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GNTAH,21399,23.1010151,G,H,NTA,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GNTCH,21429,23.1010151,G,H,NTC,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GSEBCH,21729,21.0059952,G,H,SEBC,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,PWDOPENH,6309,80.5399495,P,H,PWD,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GOPENO,24521,5.9311489,G,O,OPEN,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GOPENO,19140,34.5198145,G,O,OPEN,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GOBCO,21770,21.0059952,G,O,OBC,MCA,2025,3
'1113,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",'0111324110,Master in Computer Application,Un-Aided,Sadhana Shikshan Mandal,GSEBCO,21884,21.0059952,G,O,SEBC,MCA,2025,3
'1314,SMT RADHADEVI GOENKA COLLEGE FOR WOMEN,'0131424170U,Master in Computer Application,Un-Aided-Linguistic Minority - Marwadi,SMT RADHADEVI GOENKA COLLEGE FOR WOMEN,GOPENH,23900,10.5199653,G,H,OPEN,MCA,2025,3
'1314,SMT RADHADEVI GOENKA COLLEGE FOR WOMEN,'0131424170U,Master in Computer Application,Un-Aided-Linguistic Minority - Marwadi,SMT RADHADEVI GOENKA COLLEGE FOR WOMEN,GOPENO,22097,19.1539942,G,O,OPEN,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GOPENH,9330,71.1549338,G,H,OPEN,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GSCH,18825,34.5198145,G,H,SC,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GOBCH,12661,61.2807064,G,H,OBC,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GSTH,13295,58.7911466,G,H,ST,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GNTBH,15007,51.4093808,G,H,NTB,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GNTDH,14613,51.4093808,G,H,NTD,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,PWDOPENH,11082,65.8578922,P,H,PWD,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GSTO,5400,82.9644433,G,O,ST,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,GSEBCO,16751,44.5345198,G,O,SEBC,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,EWS,16847,44.5345198,E,S,EWS,MCA,2025,3
'2001,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",'0200124110,Master in Computer Application,University Department,Dr. B. A. M.University Dept. Of Management Science,TFWS,7122,77.8251197,T,S,TFWS,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,GOPENH,12038,61.2807064,G,H,OPEN,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,GOBCH,24294,7.9446476,G,H,OBC,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,GNTDH,14005,53.942159,G,H,NTD,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,PWDOPENH,13110,58.7911466,P,H,PWD,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,GOPENO,13113,58.7911466,G,O,OPEN,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,GOBCO,17289,41.4550394,G,O,OBC,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,GNTAO,13713,56.5488095,G,O,NTA,MCA,2025,3
'2005,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",'0200524110,Master in Computer Application,University Department,Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,EWS,13322,58.7911466,E,S,EWS,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GOPENH,9956,69.7143504,G,H,OPEN,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GSCH,18726,36.496736,G,H,SC,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GNTAH,20141,29.9046039,G,H,NTA,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GOBCH,18848,34.5198145,G,H,OBC,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GSEBCH,13743,56.5488095,G,H,SEBC,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GSTH,14038,53.942159,G,H,ST,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GNTDH,15225,49.3533426,G,H,NTD,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GOPENO,25031,3.0466423,G,O,OPEN,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GOPENO,14726,51.4093808,G,O,OPEN,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GOBCO,21062,25.4779232,G,O,OBC,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GSEBCO,16125,46.3793819,G,O,SEBC,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,GSTO,16079,46.3793819,G,O,ST,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,EWS,18276,36.496736,E,S,EWS,MCA,2025,3
'2007,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",'0200724110,Master in Computer Application,University Department,Swami Ramanand Teerth Marathwada Vidyapeeth,TFWS,2045,93.405226,T,S,TFWS,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,GOPENH,2353,92.3361383,G,H,OPEN,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,GSCH,3423,89.1966341,G,H,SC,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,GNTAH,7637,76.9216256,G,H,NTA,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,GSEBCH,4927,85.2118788,G,H,SEBC,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,GOPENO,2498,92.1797821,G,O,OPEN,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,GOBCO,3055,90.7733494,G,O,OBC,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,GNTDO,2898,90.9663786,G,O,NTD,MCA,2025,3
'2008,"Government College of Engineering, Chhatrapati Sambhajinagar",'0200824110,Master in Computer Application,Government-Autonomous,Government College of Engineering,EWS,4476,85.3851665,E,S,EWS,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GOPENH,15289,49.3533426,G,H,OPEN,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GOBCH,23454,12.4750009,G,H,OBC,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GNTBH,15482,49.3533426,G,H,NTB,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GOPENO,15892,46.3793819,G,O,OPEN,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GSCO,24257,7.9446476,G,O,SC,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GNTCO,21321,23.1010151,G,O,NTC,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GOBCO,22192,19.1539942,G,O,OBC,MCA,2025,3
'2102,"Rajarshi Shahu Institute of Management, Aurangabad",'0210224110,Master in Computer Application,Un-Aided,Rajarshi Shahu Institute of Management,GSTO,16422,46.3793819,G,O,ST,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GOPENH,14724,51.4093808,G,H,OPEN,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GSCH,24528,5.9311489,G,H,SC,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GOBCH,15389,49.3533426,G,H,OBC,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GSEBCH,18202,39.3989669,G,H,SEBC,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GSTH,17717,39.3989669,G,H,ST,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,PWDOPENH,15238,49.3533426,P,H,PWD,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,PWDOBCH,15448,49.3533426,P,H,PWD,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GOPENO,20596,27.2744425,G,O,OPEN,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GSCO,20897,25.4779232,G,O,SC,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GOBCO,23417,12.4750009,G,O,OBC,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GSEBCO,22590,16.9789978,G,O,SEBC,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GSTO,22982,15.5994113,G,O,ST,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,GSEBCO,19996,29.9046039,G,O,SEBC,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,EWS,19343,31.6629561,E,S,EWS,MCA,2025,3
'2113,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",'0211324110,Master in Computer Application,Un-Aided-Autonomous,G. S. Mandal's Maharashtra Institute of Technology,TFWS,9217,71.1549338,T,S,TFWS,MCA,2025,3
