Sr.No.,Merit (Score),Choice Code,Institute Name,Course Name,Type,Seat Type,rank,percentile
21,3208 (90.9663786),400324110,"Inter Institutional Computer Center and Dept. of Computer Science & Electronics, RTM Nagpur University",Master in Computer Application,AI-AI,AI,3208.0,90.9663786
22,3437 (90.9663786),317324110,"Deccan Education Society's Navinchandra Mehta Institute of Technology & Development, Dadar, Mumbai",Master in Computer Application,AI-AI,AI,3437.0,90.9663786
23,3480 (90.7733494),675524110,"JSPM Narhe Technical Campus, Pune.",Master in Computer Application,AI-AI,AI,3480.0,90.7733494
24,3539 (90.7733494),623124110,"Sinhgad Technical Education Society's Sinhgad Institute of Management ,Vadgaon(Budruk),Pune",Master in Computer Application,AI-AI,AI,3539.0,90.7733494
25,4008 (89.1966341),312724110,"NCRD's Sterling Institute of Management Studies, Navi Mumbai",Master in Computer Application,AI-AI,AI,4008.0,89.1966341
26,4170 (89.1331398),620124110,"Dr. D. Y. Patil School Of MCA, Lohegaon,Pune",Master in Computer Application,AI-AI,AI,4170.0,89.1331398
27,4689 (87.3496474),110524110,"Prof. Ram Meghe Institute of Technology & Research, Amravati",Master in Computer Application,AI-AI,AI,4689.0,87.3496474
28,4815 (87.2080299),623924110,"Sinhgad Technical Education Society, Sinhgad Institute of Management & Computer Application, Narhe (Ambegaon), Pune",Master in Computer Application,AI-AI,AI,4815.0,87.2080299
29,5451 (85.3851665),316924110,"Late Bhausaheb Hiray S. S. Trust's Institute of Computer Application, Bandra (E), Mumbai",Master in Computer Application,AI-AI,AI,5451.0,85.3851665
30,5547 (85.2118788),512124110,"K. K. Wagh Institute of Engineering Education and Research, Nashik",Master in Computer Application,AI-AI,AI,5547.0,85.2118788
31,5717 (85.2118788),110724110,"P. R. Pote Patil College of Engineering & Management, Amravati",Master in Computer Application,AI-AI,AI,5717.0,85.2118788
32,5793 (85.2118788),515124110,"MET Bhujbal Knowledge City MET League's Engineering College, Adgaon, Nashik.",Master in Computer Application,AI-AI,AI,5793.0,85.2118788
33,5989 (82.9644433),615524110,"G.H.Raisoni College of Engineering & Management, Wagholi, Pune",Master in Computer Application,AI-AI,AI,5989.0,82.9644433
34,6065 (82.9644433),621224110,"KIT's Institute of Management Education & Research, Kolhapur",Master in Computer Application,AI-AI,AI,6065.0,82.9644433
35,6280 (82.9644433),613724110,"Vidya Pratishthan Institute of Information Technology, Baramati, Pune",Master in Computer Application,AI-AI,AI,6280.0,82.9644433
36,6309 (82.8308366),0303224150F,"S.N.D.T Women's University P.G.D. of Computer Science, Mumbai",Master in Computer Application,AI-AI,AI,6309.0,82.8308366
37,6370 (82.8308366),616724110,"Kamla Education Society's Pratibha Institute of Business Management, Chinchwad, Pune",Master in Computer Application,AI-AI,AI,6370.0,82.8308366
38,6657 (82.8308366),679424110,"Anantrao Pawar College of Engineering & Research, Pune",Master in Computer Application,AI-AI,AI,6657.0,82.8308366
39,6858 (80.5399495),623624110,"Sinhgad Technical Education Society's , Sinhgad Institute of Business Administration & Research, Kondhawa-Saswad Road, Pune",Master in Computer Application,AI-AI,AI,6858.0,80.5399495
40,6885 (80.5399495),697324110,"ASMS Institute of Business Management and Research MCA, Pune",Master in Computer Application,AI-AI,AI,6885.0,80.5399495
41,6980 (80.5399495),614424110,"Genba Sopanrao Moze College of Engineering, Baner-Balewadi, Pune",Master in Computer Application,AI-AI,AI,6980.0,80.5399495
42,7067 (80.5399495),538124110,"Shri. Jaykumar Rawal Institute of Technology, Dondaicha.",Master in Computer Application,AI-AI,AI,7067.0,80.5399495
43,7174 (80.5399495),500224110,"Department of Computer Science, North Maharashtra University, Jalgaon",Master in Computer Application,AI-AI,AI,7174.0,80.5399495
44,7363 (79.9969812),312924210,"Mumbai Institute of Management & Research, Mumbai",Master of Computer Applications,AI-AI,AI,7363.0,79.9969812
45,7979 (77.8251197),683624110,"Dr.D.Y.Patil Institute Of Management & Entrepreneur Development,Talegaon",Master in Computer Application,AI-AI,AI,7979.0,77.8251197
46,8056 (77.8251197),654724110,"Suryadatta Educational Foundation, Suryadatta Institute of Management and Mass Communication, Pune",Master in Computer Application,AI-AI,AI,8056.0,77.8251197
47,8074 (77.8251197),616824110,"Shikshan Maharshi Dr. D.Y. Patil Centre for Management & Research, Chikhali , Pune",Master in Computer Application,AI-AI,AI,8074.0,77.8251197
48,8193 (76.9216256),212424110,"Maratha Education Society's Institute of Management studies & Information Technology, Aurangabad",Master in Computer Application,AI-AI,AI,8193.0,76.9216256
49,8464 (76.9216256),251924110,"Shri V. D. Deshmukh College of MCA, Kolpa Dist. Latur",Master in Computer Application,AI-AI,AI,8464.0,76.9216256
50,8475 (76.9216256),613824110,"Genba Sopanrao Moze Trust Parvatibai Genba Moze College of Engineering,Wagholi, Pune",Master in Computer Application,AI-AI,AI,8475.0,76.9216256
51,8598 (76.9216256),677524110,"Yashaswi Education Society's International Institute of Management Science, Chinchwad, Pune",Master in Computer Application,AI-AI,AI,8598.0,76.9216256
52,8743 (74.782248),266424110,"Deogiri College, Chh. Sambhaji Nagar",Master in Computer Application,AI-AI,AI,8743.0,74.782248
53,8749 (74.782248),699124110,"Dr. D.Y. Patil Technical Campus, Varale, Talegaon, Pune",Master in Computer Application,AI-AI,AI,8749.0,74.782248
54,8938 (74.782248),615224110,"Zeal Education Society's Zeal Institute of Business Administration, Computer Application and Research, Pune",Master in Computer Application,AI-AI,AI,8938.0,74.782248
55,9061 (74.782248),620624110,"Pune District Education Association's College of Engineering, Manjari(Bk), Hadapsar, Pune",Master in Computer Application,AI-AI,AI,9061.0,74.782248
56,9067 (74.782248),621424110,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",Master in Computer Application,AI-AI,AI,9067.0,74.782248
57,9371 (73.5368477),518124110,"Gokhale Education Society's, R.H. Sapat College of Engineering, Management Studies and Research, Nashik",Master in Computer Application,AI-AI,AI,9371.0,73.5368477
58,9386 (73.5368477),100524110,"Sant Gadge Baba Amravati University,Amravati",Master in Computer Application,AI-AI,AI,9386.0,73.5368477
59,9477 (73.5368477),631024110,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Master in Computer Application,AI-AI,AI,9477.0,73.5368477
60,9841 (73.5368477),699024110,Jaihind Institute of Management and Research,Master in Computer Application,AI-AI,AI,9841.0,73.5368477
61,9846 (71.1549338),211924110,"Shree Sharda Bhavan Education Society's Institute of Technology & Management, Nanded",Master in Computer Application,AI-AI,AI,9846.0,71.1549338
62,9924 (71.1549338),617024110,"Abhinav Education Society's Institute of Management and Research, Haveli, Pune",Master in Computer Application,AI-AI,AI,9924.0,71.1549338
63,9942 (71.1549338),313324110,"Swayamsiddhi Mitra Sangh's College of Management & Research, Thane",Master in Computer Application,AI-AI,AI,9942.0,71.1549338
64,9987 (71.1549338),322324210,"Mahatma Education Society's Pillai HOC College of Engineering & Technology, Tal. Khalapur. Dist. Raigad",Master of Computer Applications,AI-AI,AI,9987.0,71.1549338
65,10130 (71.1549338),110224110,"Vidya Bharati Mahavidyalaya Department of Research and PG Studies in Science & Management, Amravati",Master in Computer Application,AI-AI,AI,10130.0,71.1549338
66,10188 (71.1549338),689924110,"Chhatrapati Shahu Institute of Business Education & Research, Kolhapur",Master in Computer Application,AI-AI,AI,10188.0,71.1549338
67,10418 (71.1549338),654824110,"Suryadatta Educational Foundation, Suryadatta Institute of Business Management and Technology, Pune",Master in Computer Application,AI-AI,AI,10418.0,71.1549338
68,10458 (69.7143504),663424110,"KJEI's Trinity Academy of Engineering, Yewalewadi, Pune",Master in Computer Application,AI-AI,AI,10458.0,69.7143504
69,10983 (69.7143504),615824110,"Rajmata Jijau Shikshan Prasarak Mandal's Institute of Computer and Management Research, Dudulgaon, Pune",Master in Computer Application,AI-AI,AI,10983.0,69.7143504
70,11219 (67.3579428),612024110,"Shri. Khanderai Pratishthans Dnyansagar Institute of Management and Research, Balewadi, Pune",Master in Computer Application,AI-AI,AI,11219.0,67.3579428
71,11254 (67.3579428),1635624110,Dr. Sudhakar Rao Jadhavar Institute of Management & Technology,Master in Computer Application,AI-AI,AI,11254.0,67.3579428
72,11497 (67.3579428),322124110,"Vishnu Waman Thakur Charitable Trust's VIVA Institute of Technology, Virar",Master in Computer Application,AI-AI,AI,11497.0,67.3579428
73,11531 (67.3579428),512024110,"MET's Institute of Management, Adgaon, Nashik",Master in Computer Application,AI-AI,AI,11531.0,67.3579428
74,11660 (65.8578922),212024110,"Dnyanopasak Shikshan Mandal's Institute of Information Technology & Management, Parbhani.",Master in Computer Application,AI-AI,AI,11660.0,65.8578922
75,11748 (65.8578922),200124110,"Dr. B. A. M.University Dept. Of Management Science, Aurangabad",Master in Computer Application,AI-AI,AI,11748.0,65.8578922
76,11970 (65.8578922),616424110,"Psd Shastri Educational Foundation's Asma Institute Of Management, Pune",Master in Computer Application,AI-AI,AI,11970.0,65.8578922
77,12443 (63.1574978),1625924110,FRIENDS UNION FOR ENERGISING LIVES FUEL COLLEGE,Master in Computer Application,AI-AI,AI,12443.0,63.1574978
78,12580 (63.1574978),511924110,"C.H.M.E. Society's Dr. Moonje Institute for Management & Computer Studies, Nashik",Master in Computer Application,AI-AI,AI,12580.0,63.1574978
79,12651 (63.1574978),1612524210,"Vivekanand College, Kolhapur",Master of Computer Applications,AI-AI,AI,12651.0,63.1574978
80,12777 (63.1574978),602924110,"Yashwantrao Chavan School of Rural Development, Kolhapur",Master in Computer Application,AI-AI,AI,12777.0,63.1574978
81,13565 (61.2807064),675724110,"Yashoda Technical Campus, Wadhe, Satara.",Master in Computer Application,AI-AI,AI,13565.0,61.2807064
82,13753 (58.7911466),603124110,"Punyashlok Ahilyadevi Holkar Solapur University, Solapur",Master in Computer Application,AI-AI,AI,13753.0,58.7911466
83,13762 (58.7911466),513124110,"C.H.M.E. Society's Dr. Moonje Institute of Management & Information Technology, Nashik",Master in Computer Application,AI-AI,AI,13762.0,58.7911466
84,14092 (58.7911466),517724110,"Matoshri College of Engineering and Research Centre, Eklahare, Nashik",Master in Computer Application,AI-AI,AI,14092.0,58.7911466
85,14180 (58.7911466),614024110,"Dnyan Kala Krida & Krishi Prathishtan's Maharashtra Institute of Management, Kalamb, Pune",Master in Computer Application,AI-AI,AI,14180.0,58.7911466
86,14224 (58.7911466),511224110,"Padmashree Dr. Vithalrao Vikhe Patil Foundation's Institute of Business Management & Rural Development, Ahmednagar",Master in Computer Application,AI-AI,AI,14224.0,58.7911466
87,14276 (56.5488095),414224110,"G H Raisoni College of Engineering & Management, Nagpur",Master in Computer Application,AI-AI,AI,14276.0,56.5488095
88,14518 (56.5488095),631924110,"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Master in Computer Application,AI-AI,AI,14518.0,56.5488095
89,14566 (56.5488095),663224110,Navsahyadri Education Society's Group of Institutions,Master in Computer Application,AI-AI,AI,14566.0,56.5488095
90,14676 (56.5488095),624024110,"Siddhant Institute Of Computer Application, Sudambare",Master in Computer Application,AI-AI,AI,14676.0,56.5488095
91,14956 (53.942159),262124110,"MDA EDUCATION AND RESEARCH INSTITUTE, KOLPA, LATUR",Master in Computer Application,AI-AI,AI,14956.0,53.942159
92,15015 (53.942159),414724110,"K.D.K. College of Engineering, Nagpur",Master in Computer Application,AI-AI,AI,15015.0,53.942159
93,15044 (53.942159),515024110,"R.C. Patel Educational Trust, Institute of Management Reasearch & Development, Shirpur",Master in Computer Application,AI-AI,AI,15044.0,53.942159
94,15118 (53.942159),353924110,"St. Wilfred's College of Computer Sciences, Mira Road(E)",Master in Computer Application,AI-AI,AI,15118.0,53.942159
95,15431 (53.942159),200524110,"Dr. Babasaheb Ambedkar Marathwada Vidyapeeth,(Aurangabad) Sub Section - Osmanabad",Master in Computer Application,AI-AI,AI,15431.0,53.942159
96,15471 (53.942159),530324110,"Hon. Shri. Babanrao Pachpute Vichardhara Trust, Group of Institutions (Integrated Campus)-Parikrama, Kashti Shrigondha",Master in Computer Application,AI-AI,AI,15471.0,53.942159
97,15857 (51.4093808),200724110,"Swami Ramanand Teerth Marathwada Vidyapeeth, Nanded",Master in Computer Application,AI-AI,AI,15857.0,51.4093808
98,16073 (51.4093808),266524110,"Royal Institute of Technical Education, Latur",Master in Computer Application,AI-AI,AI,16073.0,51.4093808
99,16203 (49.3533426),461324110,"Suryodaya College of Engineering & Technology, Nagpur",Master in Computer Application,AI-AI,AI,16203.0,49.3533426
100,16280 (49.3533426),510124110,"Khandesh College Education Society's Institute of Management & Research, Jalgaon",Master in Computer Application,AI-AI,AI,16280.0,49.3533426
101,16369 (49.3533426),626824110,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Master in Computer Application,AI-AI,AI,16369.0,49.3533426
102,16385 (49.3533426),621924110,"KSGBS's Bharat- Ratna Indira Gandhi College of Engineering, Kegaon, Solapur",Master in Computer Application,AI-AI,AI,16385.0,49.3533426
103,16521 (49.3533426),627724110,"Dr. J. J. Magdum Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Master in Computer Application,AI-AI,AI,16521.0,49.3533426
104,16597 (49.3533426),662824110,"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",Master in Computer Application,AI-AI,AI,16597.0,49.3533426
105,16734 (49.3533426),413724210,"Sir Shantilal Badjate Charitable Trust's S. B. Jain Institute of technology, Management & Research, Nagpur",Master of Computer Applications,AI-AI,AI,16734.0,49.3533426
106,16857 (46.3793819),510924110,"Sandip Foundation, Sandip Institute of Technology and Research Centre, Mahiravani, Nashik",Master in Computer Application,AI-AI,AI,16857.0,46.3793819
107,16988 (46.3793819),1635524210,Audyogik Shikshan Mandal's Nextgen Technical Campus,Master of Computer Applications,AI-AI,AI,16988.0,46.3793819
108,17140 (46.3793819),533124110,"Sandip Foundation's, Sandip Institute of Engineering & Management, Nashik",Master in Computer Application,AI-AI,AI,17140.0,46.3793819
109,17317 (46.3793819),680324110,"Sant Gajanan Maharaj College of Engineering, Gadhinglaj",Master in Computer Application,AI-AI,AI,17317.0,46.3793819
110,17595 (44.5345198),511324110,"Nashik District Maratha Vidya Prasarak Samaj's Institute of Management Research & Technology, Nashik",Master in Computer Application,AI-AI,AI,17595.0,44.5345198
111,17673 (44.5345198),470124110,"Dr.S.C. Gulhane Prerna College of Management and Technology, Nagpur",Master in Computer Application,AI-AI,AI,17673.0,44.5345198
112,17875 (44.5345198),510224110,"Godavari Institute of Management & Research, Jalgaon",Master in Computer Application,AI-AI,AI,17875.0,44.5345198
113,18014 (41.4550394),621324110,"Chh. Shahu Institute Of Business Edu And Res Vasantraodada Patil Institute Of Management Studies & Research, Sangli",Master in Computer Application,AI-AI,AI,18014.0,41.4550394
114,18051 (41.4550394),210224110,"Rajarshi Shahu Institute of Management, Aurangabad",Master in Computer Application,AI-AI,AI,18051.0,41.4550394
115,18233 (41.4550394),111124110,"P.G. Department of Computer Science & Technology, D.C.P.E., H.V.P. Mandal, Amravati",Master in Computer Application,AI-AI,AI,18233.0,41.4550394
116,18661 (39.3989669),646724110,"Swami Vivekanand Institute Of Technology, Solapur",Master in Computer Application,AI-AI,AI,18661.0,39.3989669
117,18790 (39.3989669),211524110,"Sahyog Sevabhavi Santha's Indira Institute of Management Science, Nanded",Master in Computer Application,AI-AI,AI,18790.0,39.3989669
118,18831 (39.3989669),566524210,Vidya Niketan Institute of Management And Computer Applications,Master of Computer Applications,AI-AI,AI,18831.0,39.3989669
119,19474 (36.496736),413324110,"Sanmarg Shikshan Sanstha's Smt. Radhikatai Pandav College of Engineering, Nagpur",Master in Computer Application,AI-AI,AI,19474.0,36.496736
120,19527 (36.496736),1612224110,Pharate Patil Management Institutes,Master in Computer Application,AI-AI,AI,19527.0,36.496736
121,19702 (36.496736),269424210,JAY BHARAT COLLEGE OF MCA DAPKA TQ.NILANGA DIST LATUR,Master of Computer Applications,AI-AI,AI,19702.0,36.496736
122,19703 (36.496736),512424210,"Jagadamba Education Soc. Nashik's S.N.D. College of Engineering & Reserch, Babulgaon",Master of Computer Applications,AI-AI,AI,19703.0,36.496736
123,19728 (36.496736),511724110,Pirens Institute Of Business Management And Administration (IBMA) Loni (BK),Master in Computer Application,AI-AI,AI,19728.0,36.496736
124,19778 (34.5198145),624824110,"KFS - Krishna Institute of Computer Application & Management, Wathar",Master in Computer Application,AI-AI,AI,19778.0,34.5198145
125,19958 (34.5198145),1633124110,SarSam College of Management & Technology,Master in Computer Application,AI-AI,AI,19958.0,34.5198145
126,20204 (34.5198145),561924110,COMMERCE MANAGEMENT AND COMPUTER SCIENCE COLLEGE,Master in Computer Application,AI-AI,AI,20204.0,34.5198145
127,20760 (31.6629561),412424110,"Amar Seva Mandal's Kamla Nehru Mahavidyalaya, Nagpur",Master in Computer Application,AI-AI,AI,20760.0,31.6629561
128,20769 (31.6629561),620824110,"Deccan Education Society's Chintamanrao Institute of Management Development & Research, Sangli",Master in Computer Application,AI-AI,AI,20769.0,31.6629561
129,20977 (29.9046039),550924110,"Shri Swami Samarth Institute of Management and Technology, Malwadi-Bota",Master in Computer Application,AI-AI,AI,20977.0,29.9046039
130,21154 (29.9046039),320024110,"Hope Foundation and research center's Finolex Academy of Management and Technology, Ratnagiri",Master in Computer Application,AI-AI,AI,21154.0,29.9046039
131,21414 (27.2744425),321824110,"Aldel Education Trust's St. John College of Engineering & Management, Vevoor, Palghar",Master in Computer Application,AI-AI,AI,21414.0,27.2744425
132,21459 (27.2744425),632124110,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Master in Computer Application,AI-AI,AI,21459.0,27.2744425
133,21925 (25.4779232),415124110,"Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",Master in Computer Application,AI-AI,AI,21925.0,25.4779232
134,22376 (23.1010151),414524110,"Wainganga College of Engineering and Management, Dongargaon, Nagpur",Master in Computer Application,AI-AI,AI,22376.0,23.1010151
135,22875 (21.0059952),321624210,"Gharda Foundation's Gharda Institute of Technology,Khed, Ratnagiri",Master of Computer Applications,AI-AI,AI,22875.0,21.0059952
136,23197 (19.1539942),211324110,"G. S. Mandal's Maharashtra Institute of Technology, Aurangabad",Master in Computer Application,AI-AI,AI,23197.0,19.1539942
137,23310 (19.1539942),538524110,"Akole Taluka Education Society,s Agasti Institute of Management, Computer Application & Research, Akole, Ahmednagar",Master in Computer Application,AI-AI,AI,23310.0,19.1539942
138,23478 (16.9789978),250824110,GRAMIN TECHNICAL AND MANAGEMENT CAMPUS NANDED.,Master in Computer Application,AI-AI,AI,23478.0,16.9789978
139,23701 (16.9789978),111324110,"Sadhana Shikshan Mandal, Saraswati College, Shegaon",Master in Computer Application,AI-AI,AI,23701.0,16.9789978
140,23730 (16.9789978),654524110,"Samarth Education Trust's Arvind Gavali College Of Engineering Panwalewadi, Varye,Satara.",Master in Computer Application,AI-AI,AI,23730.0,16.9789978
141,24072 (15.5994113),559724110,VAMANRAO ITHAPE COLLEGE OF ENGINEERING AND MANAGEMENT,Master in Computer Application,AI-AI,AI,24072.0,15.5994113
142,24156 (13.5402134),413824110,"Jaidev Education Society, J D College of Engineering and Management, Nagpur",Master in Computer Application,AI-AI,AI,24156.0,13.5402134
143,24279 (13.5402134),415724110,"V. M. Vasant Commerce, J.M. Thakar Arts & J.J. Patel Science College,Nagpur",Master in Computer Application,AI-AI,AI,24279.0,13.5402134
144,24548 (12.4750009),269524110,"MARATHWADA INSTITUTE OF TECHNOLOGY CIDCO ,CHHATRAPATI SAMBHAJINAGAR",Master in Computer Application,AI-AI,AI,24548.0,12.4750009
145,25318 (7.9446476),412824110,"Ranibai Agnihotri Institute of Computer Information Technology, Wardha",Master in Computer Application,AI-AI,AI,25318.0,7.9446476
146,26124 (2.8640429),225924110,"Shri Sai Institute of Management & Research, Aurangabad",Master in Computer Application,AI-AI,AI,26124.0,2.8640429
147,26429 (0.5995249),263324110,"Yashodeep Institute of Computer Application, MCA",Master in Computer Application,AI-AI,AI,26429.0,0.5995249
