institute_code,institute_name,branch_code,course_name,status,admission_level,stage,raw_category_code,seat_type,gender,category,quota,rank,percentile
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,Stage-I,UNKNOWN,Non-Technical,General,UNKNOWN,Unknown,42586,80.8
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,Stage-I,NGSTO,Non-Technical,General,ST,Other than Home District,11842,89
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGSCH,Non-Technical,General,SC,Home District,12283,89
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TLOPENH,Technical,Ladies,OPEN,Home District,128775,53.4
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TLOPENH,Technical,Ladies,OPEN,Home District,102644,65
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGOBCO,Non-Technical,General,OBC,Other than Home District,24768,85.2
1010,"Government Polytechnic, Washim",101037210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,,PWDOPENH,Non-Technical,General,OPEN,Home District,15780,87.8
1010,"Government Polytechnic, Washim",101037210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,24857,85.2
1010,"Government Polytechnic, Washim",101060210,Automobile Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,117186,60
1010,"Government Polytechnic, Washim",101060210,Automobile Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,102199,65
1010,"Government Polytechnic, Washim",101060210,Automobile Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,125398,55.4
1010,"Government Polytechnic, Washim",101060210,Automobile Engineering,Government,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,111614,61.8
1010,"Government Polytechnic, Washim",101060210,Automobile Engineering,Government,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,52042,78.6
1010,"Government Polytechnic, Washim",101061210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,63641,75.67
1010,"Government Polytechnic, Washim",101061210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TFWS,Technical,General,TFWS,State Level,77528,72.2
1011,"Government Polytechnic, Yavatmal",101129310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGSTH,Non-Technical,General,ST,Home District,77846,72
1011,"Government Polytechnic, Yavatmal",101129310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,35027,82.6
1011,"Government Polytechnic, Yavatmal",101137210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,26270,84.8
1011,"Government Polytechnic, Yavatmal",101137210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,23851,85.4
1011,"Government Polytechnic, Yavatmal",101137210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,33181,83
1011,"Government Polytechnic, Yavatmal",101137210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,39567,81.4
1011,"Government Polytechnic, Yavatmal",101161210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,17839,87.2
1011,"Government Polytechnic, Yavatmal",101161210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,60465,76.4
1011,"Government Polytechnic, Yavatmal",101161210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,68523,74.4
1011,"Government Polytechnic, Yavatmal",101161210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,50638,78.8
1011,"Government Polytechnic, Yavatmal",101161210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,33374,83
1015,"Government Polytechnic , Achalpur",101519110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,NLSCH,Non-Technical,Ladies,SC,Home District,113261,61.2
1015,"Government Polytechnic , Achalpur",101519110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,NGSCO,Non-Technical,General,SC,Other than Home District,83864,70.5
1015,"Government Polytechnic , Achalpur",101519110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,NGSCO,Non-Technical,General,SC,Other than Home District,29526,84
1015,"Government Polytechnic , Achalpur",101524510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,42370,80.8
1015,"Government Polytechnic , Achalpur",101524510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,88582,69.2
1015,"Government Polytechnic , Achalpur",101524510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,TLOBCH,Technical,Ladies,OBC,Home District,39597,81.4
1015,"Government Polytechnic , Achalpur",101524510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,11343,89.2
1015,"Government Polytechnic , Achalpur",101524510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,14868,88
1015,"Government Polytechnic , Achalpur",101524510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,26835,84.6
1015,"Government Polytechnic , Achalpur",101524510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,17647,87.2
1015,"Government Polytechnic , Achalpur",101537210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,48191,79.4
1015,"Government Polytechnic , Achalpur",101537210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,42222,80.8
1015,"Government Polytechnic , Achalpur",101537210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,44592,80.4
1015,"Government Polytechnic , Achalpur",101561210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGSCH,Non-Technical,General,SC,Home District,30954,83.6
1015,"Government Polytechnic , Achalpur",101561210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,52521,78.4
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111680210,Interior Design,Un-Aided,Post-SSC Diploma,Stage-I,NGOBCH,Non-Technical,General,OBC,Home District,84326,70.4
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111680210,Interior Design,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,90012,68.8
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112319110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,131438,51.4
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112319110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,111323,61.8
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112319110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,85553,70
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112324210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,64365,75.6
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112324210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TLOPENO,Technical,Ladies,OPEN,Other than Home District,58603,77
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112337210,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,114532,60.6
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112337210,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,TLSTO,Technical,Ladies,ST,Other than Home District,108726,62.8
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112337210,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,TFWS,Technical,General,TFWS,State Level,112968,61.2
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112361210,Mechanical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,107448,63.2
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112361210,Mechanical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,135650,47.4
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112519110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,64502,75.4
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112519110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,66782,75
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112524210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLOPENH,Non-Technical,Ladies,OPEN,Home District,51809,78.6
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112524210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGOBCH,Technical,General,OBC,Home District,7929,90.6
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112529310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,100216,65.67
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112529310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,89017,69
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113019110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOBCH,Non-Technical,General,OBC,Home District,67965,74.6
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113019110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGSCH,Technical,General,SC,Home District,123060,56.8
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113019110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLOPENO,Non-Technical,Ladies,OPEN,Other than Home District,98075,66.4
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113024210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOBCH,Non-Technical,General,OBC,Home District,74683,73
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113024210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,133672,49.43
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113024210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,76045,72.6
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113037210,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,117914,59.2
1139,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati",113924550F,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TLOPENS,Technical,Ladies,OPEN,State Level,12213,89
1139,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati",113937250F,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,NLOPENS,Non-Technical,Ladies,OPEN,State Level,55184,77.8
1139,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati",113937250F,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,NLOBCS,Non-Technical,Ladies,OBC,State Level,52448,78.4
1139,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Girls Polytechnic, Amravati",113937250F,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,TLOBCS,Technical,Ladies,OBC,State Level,36066,82.4
1150,"Swavalambi Shikshan Sanstha's Sushganga Polytechnic, Wani",115029310,Electrical Engineering,Un-Aided,Post-SSC Diploma,,PWDOPENH,Non-Technical,General,OPEN,Home District,117982,59.2
1151,"Late Ahilyabai Kakade Bahuuddeshiya Shikshan Prasarak Mandal, Sai Polytechnic,Kinhi(J),Yavatmal",115129310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOBCH,Non-Technical,General,OBC,Home District,119741,58.4
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118224210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLNTAH,Non-Technical,Ladies,UNKNOWN,Home District,81284,71.2
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118224210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLNTAH,Non-Technical,Ladies,UNKNOWN,Home District,40616,81.2
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118224210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLSEBCO,Non-Technical,Ladies,SEBC,Other than Home District,137628,44.6
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118224210,Computer Science and Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGSTO,Technical,General,ST,Other than Home District,134291,49
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118229310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,31590,83.4
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118229310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,PWDOPENH,Non-Technical,General,OPEN,Home District,58069,77
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118229310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,75892,72.6
1182,"Padmashri Dr. V.B. Kolte College of Engineering, Malkapur, Buldhana",118229310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLOBCO,Non-Technical,Ladies,OBC,Other than Home District,111033,62
1244,"Bhiwsan Patil Shinde Shikshan Gramin Vikas & Bahu Sanstha,Shinde Polytechnic, Anjani Bk Tal: Mehkar, Dist: Buldhana",124429310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLOPENO,Non-Technical,Ladies,OPEN,Other than Home District,44273,80.4
1247,"Shri Dadasaheb Gavai Charitable Trust's Vikramshila Polytechnic,Darapur, Tal. Daryapur, Dist. Amravati",124729310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,50008,79
1247,"Shri Dadasaheb Gavai Charitable Trust's Vikramshila Polytechnic,Darapur, Tal. Daryapur, Dist. Amravati",124729310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,116823,60
1247,"Shri Dadasaheb Gavai Charitable Trust's Vikramshila Polytechnic,Darapur, Tal. Daryapur, Dist. Amravati",124729310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGOBCO,Technical,General,OBC,Other than Home District,131125,51.64
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126819110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGSTH,Non-Technical,General,ST,Home District,29720,84
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126819110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGSCO,Non-Technical,General,SC,Other than Home District,103387,64.6
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126819110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGSEBCO,Non-Technical,General,SEBC,Other than Home District,129083,53.2
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126829310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGSEBCH,Technical,General,SEBC,Home District,64463,75.4
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126829310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,16949,87.4
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126829310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,39134,81.6
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126837210,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,18406,87
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126837210,Electronics and Telecommunication Engg,Un-Aided,Post-SSC Diploma,Stage-I,TFWS,Technical,General,TFWS,State Level,74027,73
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126861210,Mechanical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,121654,57.4
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126861210,Mechanical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NLOBCH,Non-Technical,Ladies,OBC,Home District,75953,72.6
1268,"Siddhivinayak Technical Campus, School of Engineering & Research Technology, Shirasgon, Nile",126861210,Mechanical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,82002,71
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127519110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,90480,68.6
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127519110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TLSTO,Technical,Ladies,ST,Other than Home District,109888,62.4
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127519110,Civil Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TLSTO,Technical,Ladies,ST,Other than Home District,105506,64
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127524510,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,101924,65.2
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127524510,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,124323,56
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127524510,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,105224,64
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127524510,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,36630,82.2
1275,"Manav School of Polytechnic, Vyala, Tal.Balapur, Akola",127529310,Electrical Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGNTCH,Non-Technical,General,NTC,Home District,131406,51.4
