institute_code,institute_name,branch_code,course_name,status,admission_level,stage,raw_category_code,seat_type,gender,category,quota,rank,percentile
1006,"Government Polytechnic, Murtijapur",100661210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,42930,80.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100720710,Civil and Rural Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,55961,77.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100720710,Civil and Rural Engineering,Government-Aided,Post-SSC Diploma,Stage-I,TGSEBCH,Technical,General,SEBC,Home District,58665,77
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100720710,Civil and Rural Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NLSCO,Non-Technical,Ladies,SC,Other than Home District,119030,58.8
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100720710,Civil and Rural Engineering,Government-Aided,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,62819,75.83
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100720710,Civil and Rural Engineering,Government-Aided,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,57474,77.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100720710,Civil and Rural Engineering,Government-Aided,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,63790,75.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724510,Computer Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,9096,90.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724510,Computer Engineering,Government-Aided,Post-SSC Diploma,Stage-I,TGNTBH,Technical,General,NTB,Home District,19991,86.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724510,Computer Engineering,Government-Aided,Post-SSC Diploma,Stage-I,TGNTBH,Technical,General,NTB,Home District,13451,88.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724510,Computer Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,9751,89.8
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724510,Computer Engineering,Government-Aided,Post-SSC Diploma,,DEFOPENS,Non-Technical,General,OPEN,State Level,5938,91.4
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724570U,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,14360,88.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724570U,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGSEBCH,Technical,General,SEBC,Home District,47076,79.8
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724570U,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGSCO,Non-Technical,General,SC,Other than Home District,17900,87.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724570U,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,38868,81.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724570U,Computer Engineering,Un-Aided,Post-SSC Diploma,,DEFOPENS,Non-Technical,General,OPEN,State Level,14780,88.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100724570U,Computer Engineering,Un-Aided,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,40487,81.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737610,Electronics Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,29733,84
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737610,Electronics Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,48925,79.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737610,Electronics Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,111456,61.8
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737610,Electronics Engineering,Government-Aided,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,22340,86
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737610,Electronics Engineering,Government-Aided,Post-SSC Diploma,Stage-I,TGSEBCO,Technical,General,SEBC,Other than Home District,70281,74
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737610,Electronics Engineering,Government-Aided,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,19639,86.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737610,Electronics Engineering,Government-Aided,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,60980,76.4
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737670U,Electronics Engineering,Un-Aided,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,55483,77.8
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737670U,Electronics Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGSTH,Technical,General,ST,Home District,95383,67.2
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737670U,Electronics Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGSTH,Technical,General,ST,Home District,89144,69
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737670U,Electronics Engineering,Un-Aided,Post-SSC Diploma,Stage-I,TGSEBCO,Technical,General,SEBC,Other than Home District,71957,73.6
1007,"Shree Shivaji Education Society's Dr. Panjabrao Deshmukh Polytechnic, Amravati",100737670U,Electronics Engineering,Un-Aided,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,57855,77.2
1008,"Government Polytechnic, Amravati",100819110,Civil Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,28940,84.2
1008,"Government Polytechnic, Amravati",100819110,Civil Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,50678,78.8
1008,"Government Polytechnic, Amravati",100819110,Civil Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,103554,64.6
1008,"Government Polytechnic, Amravati",100819110,Civil Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TLOBCH,Technical,Ladies,OBC,Home District,33296,83
1008,"Government Polytechnic, Amravati",100819110,Civil Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,63837,75.6
1008,"Government Polytechnic, Amravati",100819110,Civil Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,22761,85.8
1008,"Government Polytechnic, Amravati",100824510,Computer Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOBCH,Technical,General,OBC,Home District,4256,92.4
1008,"Government Polytechnic, Amravati",100824510,Computer Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TLOPENO,Technical,Ladies,OPEN,Other than Home District,22174,86
1008,"Government Polytechnic, Amravati",100824510,Computer Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,1011,95
1008,"Government Polytechnic, Amravati",100824510,Computer Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,1084,95
1008,"Government Polytechnic, Amravati",100824610,Information Technology,Government-Autonomous,Post-SSC Diploma,Stage-I,UNKNOWN,Non-Technical,General,UNKNOWN,Unknown,8602,90.4
1008,"Government Polytechnic, Amravati",100824610,Information Technology,Government-Autonomous,Post-SSC Diploma,Stage-I,UNKNOWN,Non-Technical,General,UNKNOWN,Unknown,1839,94
1008,"Government Polytechnic, Amravati",100829310,Electrical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,30490,83.8
1008,"Government Polytechnic, Amravati",100829310,Electrical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,38782,81.6
1008,"Government Polytechnic, Amravati",100829310,Electrical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,86263,69.8
1008,"Government Polytechnic, Amravati",100829310,Electrical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,10331,89.6
1008,"Government Polytechnic, Amravati",100829310,Electrical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,34953,82.6
1008,"Government Polytechnic, Amravati",100829310,Electrical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,11127,89.4
1008,"Government Polytechnic, Amravati",100837210,Electronics and Telecommunication Engg,Government-Autonomous,Post-SSC Diploma,Stage-I,TGSCH,Technical,General,SC,Home District,31557,83.4
1008,"Government Polytechnic, Amravati",100837210,Electronics and Telecommunication Engg,Government-Autonomous,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,12213,89
1008,"Government Polytechnic, Amravati",100837210,Electronics and Telecommunication Engg,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,11680,89.2
1008,"Government Polytechnic, Amravati",100850110,Plastic and Polymer Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENS,Technical,General,OPEN,State Level,103971,64.4
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,71994,73.6
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,74921,72.8
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,19076,86.8
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENH,Technical,General,OPEN,Home District,77035,72.2
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,80272,71.4
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,101559,65.2
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TGOBCO,Technical,General,OBC,Other than Home District,10950,89.4
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TLSCO,Technical,Ladies,SC,Other than Home District,86706,69.8
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,,DEFOPENS,Non-Technical,General,OPEN,State Level,24354,85.4
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,87192,69.6
1008,"Government Polytechnic, Amravati",100850710,Chemical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,32935,83.17
1008,"Government Polytechnic, Amravati",100861210,Mechanical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TLSTH,Technical,Ladies,ST,Home District,98605,66.2
1008,"Government Polytechnic, Amravati",100861210,Mechanical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,NGNTAH,Non-Technical,General,UNKNOWN,Home District,80418,71.4
1008,"Government Polytechnic, Amravati",100861210,Mechanical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TLOBCO,Technical,Ladies,OBC,Other than Home District,71688,73.6
1008,"Government Polytechnic, Amravati",100861210,Mechanical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,TLOPENO,Technical,Ladies,OPEN,Other than Home District,91921,68.2
1008,"Government Polytechnic, Amravati",100861210,Mechanical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,107484,63.2
1008,"Government Polytechnic, Amravati",100861210,Mechanical Engineering,Government-Autonomous,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,32243,83.2
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,19512,86.6
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,108855,62.8
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,112413,61.4
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,40358,81.2
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,67959,74.6
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,TLOBCO,Technical,Ladies,OBC,Other than Home District,67521,74.8
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,TLOBCO,Technical,Ladies,OBC,Other than Home District,35526,82.4
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,,DEFOPENS,Non-Technical,General,OPEN,State Level,16224,87.6
1009,"Government Polytechnic, Khamgaon",100919110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,19875,86.6
1009,"Government Polytechnic, Khamgaon",100924510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,TLSCH,Technical,Ladies,SC,Home District,10820,89.4
1009,"Government Polytechnic, Khamgaon",100924510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,1543,94.4
1009,"Government Polytechnic, Khamgaon",100924510,Computer Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,2023,93.8
1009,"Government Polytechnic, Khamgaon",100929310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,TGSEBCH,Technical,General,SEBC,Home District,12005,89
1009,"Government Polytechnic, Khamgaon",100929310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,10344,89.6
1009,"Government Polytechnic, Khamgaon",100929310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,12095,89
1009,"Government Polytechnic, Khamgaon",100929310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,11856,89
1009,"Government Polytechnic, Khamgaon",100929310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,11011,89.4
1009,"Government Polytechnic, Khamgaon",100929310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,11920,89
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,5531,91.6
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,13060,88.6
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,37149,82
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,,DEFOPENS,Non-Technical,General,OPEN,State Level,4102,92.4
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,73834,73.2
1009,"Government Polytechnic, Khamgaon",100937010,Electronics and Communication Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,4623,92.2
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,81245,71.2
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,45396,80.2
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,76838,72.4
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TGSCO,Technical,General,SC,Other than Home District,65212,75.2
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,TGSEBCO,Technical,General,SEBC,Other than Home District,24056,85.4
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,22910,85.8
1009,"Government Polytechnic, Khamgaon",100961210,Mechanical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,25986,85
1010,"Government Polytechnic, Washim",101019110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,PWDOPENH,Non-Technical,General,OPEN,Home District,124548,56
1010,"Government Polytechnic, Washim",101019110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,TGOPENO,Technical,General,OPEN,Other than Home District,25442,85
1010,"Government Polytechnic, Washim",101019110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,25525,85
1010,"Government Polytechnic, Washim",101019110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,47259,79.6
1010,"Government Polytechnic, Washim",101019110,Civil Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,29167,84
1010,"Government Polytechnic, Washim",101024610,Information Technology,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,8419,90.4
1010,"Government Polytechnic, Washim",101024610,Information Technology,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,14321,88.2
1010,"Government Polytechnic, Washim",101024610,Information Technology,Government,Post-SSC Diploma,Stage-I,NGOPENO,Non-Technical,General,OPEN,Other than Home District,9769,89.8
1010,"Government Polytechnic, Washim",101024610,Information Technology,Government,Post-SSC Diploma,Stage-I,TGOBCO,Technical,General,OBC,Other than Home District,43510,80.6
1010,"Government Polytechnic, Washim",101024610,Information Technology,Government,Post-SSC Diploma,,DEFOPENS,Non-Technical,General,OPEN,State Level,8912,90.2
1010,"Government Polytechnic, Washim",101024610,Information Technology,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,43131,80.6
1010,"Government Polytechnic, Washim",101024610,Information Technology,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,9412,90
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,23854,85.4
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,TLOPENH,Technical,Ladies,OPEN,Home District,98941,66.17
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,68965,74.4
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,NGSEBCH,Non-Technical,General,SEBC,Home District,88799,69.2
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,24105,85.4
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,11313,89.2
1010,"Government Polytechnic, Washim",101029310,Electrical Engineering,Government,Post-SSC Diploma,Stage-I,DEFOPENS,Non-Technical,General,OPEN,State Level,24699,85.2
1010,"Government Polytechnic, Washim",101037210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,NGOPENH,Non-Technical,General,OPEN,Home District,26289,84.8
1010,"Government Polytechnic, Washim",101037210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,TLSEBCH,Technical,Ladies,SEBC,Home District,124915,55.8
1010,"Government Polytechnic, Washim",101037210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,NGNTCH,Non-Technical,General,NTC,Home District,55791,77.6
1010,"Government Polytechnic, Washim",101037210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,NGNTCH,Non-Technical,General,NTC,Home District,83629,70.6
1010,"Government Polytechnic, Washim",101037210,Electronics and Telecommunication Engg,Government,Post-SSC Diploma,Stage-I,NGNTCH,Non-Technical,General,NTC,Home District,14840,88
