UDISE,College Name,College Type,Stream,Status,Medium,Reservation,Caste,Marks,Percentage,Cap Round No,City Name
27250100102,VIDYA VIKAS HIGH SCH AVSARI BU,Co-Ed,Science,Aided,Marathi,Women (30%),SC,379,75.8,CAP-1,Pune
27250100102,VIDYA VIKAS HIGH SCH AVSARI BU,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,338,67.6,CAP-1,Pune
27250100702,SHREE SHIVAJI VID. DHAMANI,Co-Ed,Science,Aided,Marathi,Women (30%),SC,356,71.2,CAP-1,Pune
27250101903,"SHRI.SANGAMESHWAR MADHYAMIK & KAI.BABURAO GENUJI DHOBALE UCCHA MADHYAMIK ARTS,COMM,SCI COLLEGE ,PARGAON",Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Women (30%),SC,206,41.2,CAP-1,Pune
27250101906,DATTATRAY WALSE PATIL HIGHER SECONDARY SCHOOL DATTATRAY NAGAR PARGAON T AWASARI BK,Co-Ed,Commerce,Self Financed,Marathi,Remaining seats (Pure),SC,225,45,CAP-1,Pune
27250102207,MAHATMA GANDHI VID. MANCHAR,Co-Ed,Commerce,Self Financed,English,Remaining seats (Pure),SC,272,54.4,CAP-1,Pune
27250102207,MAHATMA GANDHI VID. MANCHAR,Co-Ed,Commerce,Self Financed,English,Divyang (4%),SC,245,49,CAP-1,Pune
27250102207,MAHATMA GANDHI VID. MANCHAR,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,322,64.4,CAP-1,Pune
27250102207,MAHATMA GANDHI VID. MANCHAR,Co-Ed,Science,Aided,Marathi,Women (30%),SC,322,64.4,CAP-1,Pune
27250102207,MAHATMA GANDHI VID. MANCHAR,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,300,60,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,263,52.6,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,235,47,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,255,51,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,199,39.8,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Commerce,Aided,Marathi,Divyang (4%),SC,327,65.4,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Science,Un-Aided,English,Remaining seats (Pure),SC,306,61.2,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Science,Aided,English,Women (30%),SC,267,53.4,CAP-1,Pune
27250102212,ANNASAHEB AWATE JUNIOR COLLEGE,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,300,60,CAP-1,Pune
27250102802,SHRI WAKESWER VIDYALAY AND N D PAWALE JR COLLAGE PETH,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,275,55,CAP-1,Pune
27250102802,SHRI WAKESWER VIDYALAY AND N D PAWALE JR COLLAGE PETH,Co-Ed,Science,Un-Aided,English,Women (30%),SC,355,71,CAP-1,Pune
27250104104,KAMLJA DEVI VIDY KALAMB,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,281,56.2,CAP-1,Pune
27250104503,"HUTATMA BABU GENU VIDYALAY & SHRI V.G.KAPUSKAR KANISHTA MAHAVIDHYALAY ,MAHALUNGE ,PADWAL. MAHALUNGE PADWAL",Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,369,73.8,CAP-1,Pune
27250105003,NARSINH VIDYALAYAL RANJANI,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,209,41.8,CAP-1,Pune
27250105504,SHRI BHIRAVNATH VIDYALAY SHINGAVE,Co-Ed,Science,Aided,Marathi,Women (30%),SC,369,73.8,CAP-1,Pune
27250105704,JANATA VIDYA MANDIR GHODEGAON,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,304,60.8,CAP-1,Pune
27250105704,JANATA VIDYA MANDIR GHODEGAON,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,286,57.2,CAP-1,Pune
27250105704,JANATA VIDYA MANDIR GHODEGAON,Co-Ed,Commerce,Aided,Marathi,Divyang (4%),SC,245,49,CAP-1,Pune
27250105704,JANATA VIDYA MANDIR GHODEGAON,Co-Ed,Science,Aided,Marathi,Women (30%),SC,275,55,CAP-1,Pune
27250105704,JANATA VIDYA MANDIR GHODEGAON,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,399,79.8,CAP-1,Pune
27250107706,"DECCAN MARATHA JUNIOR COLLEGE OF COMMERCE AND SCIENCE ,LANDEWADI",Co-Ed,Science,Self Financed,English,Women (30%),SC,413,82.6,CAP-1,Pune
27250107706,"DECCAN MARATHA JUNIOR COLLEGE OF COMMERCE AND SCIENCE ,LANDEWADI",Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,346,69.2,CAP-1,Pune
27250108104,BHIMASHANKAR VIDYA MANDIR SHINOLI,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,236,47.2,CAP-1,Pune
27250110102,SHIVSHANKAR MADHYAMIK VIDYALAY AND CHINTAMANRAO MORMARE KANISHTH MAHAVIDYALAY ,Co-Ed,Arts,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,244,48.8,CAP-1,Pune
27250200603,SHRI SHAHAJI HIGH SCHOOL SUPE,Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,330,66,CAP-1,Pune
27250200603,SHRI SHAHAJI HIGH SCHOOL SUPE,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Women (30%),SC,317,63.4,CAP-1,Pune
27250200603,SHRI SHAHAJI HIGH SCHOOL SUPE,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,271,54.2,CAP-1,Pune
27250200603,SHRI SHAHAJI HIGH SCHOOL SUPE,Co-Ed,Science,Partially Aided (20%-80%),Marathi,Women (30%),SC,264,52.8,CAP-1,Pune
27250200603,SHRI SHAHAJI HIGH SCHOOL SUPE,Co-Ed,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,300,60,CAP-1,Pune
27250200605,VIDYA PRATISHTHANS SUPE ENGLISH MEDIUM SCHOOL,Co-Ed,Science,Self Financed,English,Women (30%),SC,316,63.2,CAP-1,Pune
27250200605,VIDYA PRATISHTHANS SUPE ENGLISH MEDIUM SCHOOL,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,368,73.6,CAP-1,Pune
27250200605,VIDYA PRATISHTHANS SUPE ENGLISH MEDIUM SCHOOL,Co-Ed,Science,Self Financed,English,Divyang (4%),SC,324,64.8,CAP-1,Pune
27250201206,MAYURESHWAR SECONDARY AND HIGHER SECAONDARY SCHOOL MORGAON,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,215,43,CAP-1,Pune
27250201206,MAYURESHWAR SECONDARY AND HIGHER SECAONDARY SCHOOL MORGAON,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,212,42.4,CAP-1,Pune
27250201206,MAYURESHWAR SECONDARY AND HIGHER SECAONDARY SCHOOL MORGAON,Co-Ed,Science,Un-Aided,Marathi,Women (30%),SC,300,60,CAP-1,Pune
27250201802,VASTIGRUH VIDYALAY KARHATI,Co-Ed,Commerce,Self Financed,Marathi,Women (30%),SC,200,40,CAP-1,Pune
27250201802,VASTIGRUH VIDYALAY KARHATI,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,349,69.8,CAP-1,Pune
27250201802,VASTIGRUH VIDYALAY KARHATI,Co-Ed,Science,Self Financed,Marathi,Remaining seats (Pure),SC,313,62.6,CAP-1,Pune
27250203303,AJITDADA ENGLISH MEDIUM SCHOOL KATPHAL,Co-Ed,Science,Self Financed,English,Women (30%),SC,433,86.6,CAP-1,Pune
27250203303,AJITDADA ENGLISH MEDIUM SCHOOL KATPHAL,Co-Ed,Science,Self Financed,English,Trf./Ex.Sr./Ser/Sports (5%),SC,318,63.6,CAP-1,Pune
27250203303,AJITDADA ENGLISH MEDIUM SCHOOL KATPHAL,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,365,73,CAP-1,Pune
27250203303,AJITDADA ENGLISH MEDIUM SCHOOL KATPHAL,Co-Ed,Science,Self Financed,English,Divyang (4%),SC,412,82.4,CAP-1,Pune
27250203806,CHAITANYA'S INTERNATIONAL SCHOOL,Co-Ed,Science,Self Financed,English,Women (30%),SC,378,75.6,CAP-1,Pune
27250203806,CHAITANYA'S INTERNATIONAL SCHOOL,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,307,61.4,CAP-1,Pune
27250203806,CHAITANYA'S INTERNATIONAL SCHOOL,Co-Ed,Science,Self Financed,English,Divyang (4%),SC,431,86.2,CAP-1,Pune
27250203902,Abhinav international school and junior college,Co-Ed,Science,Self Financed,English,Women (30%),SC,406,81.2,CAP-1,Pune
27250203902,Abhinav international school and junior college,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,432,86.4,CAP-1,Pune
27250204604,CREATIVE INTERNATIONAL SCHOOL  AND JR COLLEGE,Co-Ed,Science,Self Financed,English,Women (30%),SC,343,68.6,CAP-1,Pune
27250204604,CREATIVE INTERNATIONAL SCHOOL  AND JR COLLEGE,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,383,76.6,CAP-1,Pune
27250204604,CREATIVE INTERNATIONAL SCHOOL  AND JR COLLEGE,Co-Ed,Science,Self Financed,English,Divyang (4%),SC,447,89.4,CAP-1,Pune
27250205403,ANANT ASHA ENG MED SCH AND JR COLLEGE,Co-Ed,Science,Self Financed,English,Women (30%),SC,238,47.6,CAP-1,Pune
27250205403,ANANT ASHA ENG MED SCH AND JR COLLEGE,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,246,49.2,CAP-1,Pune
27250206205,SWTANTRYA VID.MANDIR WADGAON NIM.,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,199,39.8,CAP-1,Pune
27250206205,SWTANTRYA VID.MANDIR WADGAON NIM.,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,196,39.2,CAP-1,Pune
27250206309,SHRI SIDDHESHWAR JUNIOR COLLEGE KORHALE BK,Co-Ed,Commerce,Self Financed,English,Divyang (4%),SC,221,44.2,CAP-1,Pune
27250206309,SHRI SIDDHESHWAR JUNIOR COLLEGE KORHALE BK,Co-Ed,Science,Self Financed,English,Women (30%),SC,351,70.2,CAP-1,Pune
27250206309,SHRI SIDDHESHWAR JUNIOR COLLEGE KORHALE BK,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,300,60,CAP-1,Pune
27250206309,SHRI SIDDHESHWAR JUNIOR COLLEGE KORHALE BK,Co-Ed,Science,Self Financed,English,Divyang (4%),SC,376,75.2,CAP-1,Pune
27250207605,SOMESHWAR VIDHYALAY & JR.COLLEGE (SCI)  SOMESHWARNAGAR,Co-Ed,Science,Partially Aided (20%-80%),Marathi,Women (30%),SC,317,63.4,CAP-1,Pune
27250207605,SOMESHWAR VIDHYALAY & JR.COLLEGE (SCI)  SOMESHWARNAGAR,Co-Ed,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,237,47.4,CAP-1,Pune
27250207605,SOMESHWAR VIDHYALAY & JR.COLLEGE (SCI)  SOMESHWARNAGAR,Co-Ed,Science,Aided,Marathi,Women (30%),SC,381,76.2,CAP-1,Pune
27250207605,SOMESHWAR VIDHYALAY & JR.COLLEGE (SCI)  SOMESHWARNAGAR,Co-Ed,Science,Aided,Marathi,Trf./Ex.Sr./Ser/Sports (5%),SC,286,57.2,CAP-1,Pune
27250207605,SOMESHWAR VIDHYALAY & JR.COLLEGE (SCI)  SOMESHWARNAGAR,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,309,61.8,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,210,42,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,176,35.2,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,212,42.4,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,218,43.6,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,270,54,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Science,Un-Aided,English,Women (30%),SC,258,51.6,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Science,Un-Aided,English,Remaining seats (Pure),SC,290,58,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Science,Aided,English,Women (30%),SC,371,74.2,CAP-1,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,344,68.8,CAP-1,Pune
27250208308,SHARDABAI PAWAR VID. & JUNIOR COLLEGE SHIVNAGAR,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,188,37.6,CAP-1,Pune
27250208308,SHARDABAI PAWAR VID. & JUNIOR COLLEGE SHIVNAGAR,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,255,51,CAP-1,Pune
27250208308,SHARDABAI PAWAR VID. & JUNIOR COLLEGE SHIVNAGAR,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,318,63.6,CAP-1,Pune
27250208308,SHARDABAI PAWAR VID. & JUNIOR COLLEGE SHIVNAGAR,Co-Ed,Science,Un-Aided,English,Women (30%),SC,403,80.6,CAP-1,Pune
27250208308,SHARDABAI PAWAR VID. & JUNIOR COLLEGE SHIVNAGAR,Co-Ed,Science,Un-Aided,English,Remaining seats (Pure),SC,368,73.6,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Arts,Aided,Marathi,Remaining seats (Pure),SC,191,38.2,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Arts,Aided,Marathi,Divyang (4%),SC,305,61,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,291,58.2,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Commerce,Aided,Marathi,Remaining seats (Pure),SC,264,52.8,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Commerce,Aided,Marathi,Divyang (4%),SC,287,57.4,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Self Financed,Marathi,Remaining seats (Pure),SC,326,65.2,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Partially Aided (20%-80%),Marathi,Trf./Ex.Sr./Ser/Sports (5%),SC,388,77.6,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,271,54.2,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Aided,Marathi,Trf./Ex.Sr./Ser/Sports (5%),SC,397,79.4,CAP-1,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Aided,Marathi,Remaining seats (Pure),SC,410,82,CAP-1,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,255,51,CAP-1,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Women (30%),SC,214,42.8,CAP-1,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,195,39,CAP-1,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Science,Partially Aided (20%-80%),Marathi,Women (30%),SC,356,71.2,CAP-1,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,326,65.2,CAP-1,Pune
27250208805,SH.VITHOBA PRI VIDYA MANDIR BH,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,316,63.2,CAP-1,Pune
27250208805,SH.VITHOBA PRI VIDYA MANDIR BH,Co-Ed,Science,Self Financed,Marathi,Remaining seats (Pure),SC,275,55,CAP-1,Pune
27250209804,KARMAVIR BHAURAO PATIL VID. & JR. COLLEGE SANGAVI,Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,322,64.4,CAP-1,Pune
27250210202,ADITYA INTERNATIONAL SCHOOL AND JR COLLEGE,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,248,49.6,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,278,55.6,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,211,42.2,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Self Financed,Marathi,Women (30%),SC,286,57.2,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Self Financed,Marathi,Remaining seats (Pure),SC,286,57.2,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Self Financed,English,Women (30%),SC,355,71,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Self Financed,English,Remaining seats (Pure),SC,244,48.8,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,360,72,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,321,64.2,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Self Financed,English,Women (30%),SC,322,64.4,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,272,54.4,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Partially Aided (20%-80%),English,Women (30%),SC,396,79.2,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Partially Aided (20%-80%),English,Remaining seats (Pure),SC,378,75.6,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Aided,English,Women (30%),SC,442,88.4,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Aided,English,Trf./Ex.Sr./Ser/Sports (5%),SC,421,84.2,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,409,81.8,CAP-1,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Aided,English,Divyang (4%),SC,364,72.8,CAP-1,Pune
27250211005,SHARDABAI PAWAR VIDYA NIKETAN SHARDANAGAR,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,281,56.2,CAP-1,Pune
27250211005,SHARDABAI PAWAR VIDYA NIKETAN SHARDANAGAR,Co-Ed,Science,Self Financed,Marathi,Remaining seats (Pure),SC,276,55.2,CAP-1,Pune
27250211005,SHARDABAI PAWAR VIDYA NIKETAN SHARDANAGAR,Co-Ed,Science,Self Financed,Marathi,Divyang (4%),SC,394,78.8,CAP-1,Pune
27250211815,"SHRI CHATRAPATI SHAHU HIGH SCHOOL & JUNIOR COLLEGE ,BARAMATI",Co-Ed,Arts,Aided,Marathi,Women (30%),SC,248,49.6,CAP-1,Pune
27250211815,"SHRI CHATRAPATI SHAHU HIGH SCHOOL & JUNIOR COLLEGE ,BARAMATI",Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,232,46.4,CAP-1,Pune
27250211815,"SHRI CHATRAPATI SHAHU HIGH SCHOOL & JUNIOR COLLEGE ,BARAMATI",Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,288,57.6,CAP-1,Pune
27250211815,"SHRI CHATRAPATI SHAHU HIGH SCHOOL & JUNIOR COLLEGE ,BARAMATI",Co-Ed,Science,Un-Aided,Marathi,Women (30%),SC,292,58.4,CAP-1,Pune
27250211815,"SHRI CHATRAPATI SHAHU HIGH SCHOOL & JUNIOR COLLEGE ,BARAMATI",Co-Ed,Science,Un-Aided,Marathi,Remaining seats (Pure),SC,313,62.6,CAP-1,Pune
27250211816,RADHESHAM N AGARWAL,Co-Ed,Science,Un-Aided,Marathi,Women (30%),SC,346,69.2,CAP-1,Pune
27250211816,RADHESHAM N AGARWAL,Co-Ed,Science,Un-Aided,Marathi,Remaining seats (Pure),SC,313,62.6,CAP-1,Pune
27250211816,RADHESHAM N AGARWAL,Co-Ed,Science,Aided,Marathi,Women (30%),SC,380,76,CAP-1,Pune
27250211816,RADHESHAM N AGARWAL,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,364,72.8,CAP-1,Pune
27250211818,D.A.SATAW VIDHYLAYA KASABA BARAMATI,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,333,66.6,CAP-1,Pune
27250211825,M.E.S LATE GAJANANRAO BHIVRAO  DESHPANDE HIGH SCHOOL BARAMATI,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,236,47.2,CAP-1,Pune
27250211825,M.E.S LATE GAJANANRAO BHIVRAO  DESHPANDE HIGH SCHOOL BARAMATI,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,254,50.8,CAP-1,Pune
27250211825,M.E.S LATE GAJANANRAO BHIVRAO  DESHPANDE HIGH SCHOOL BARAMATI,Co-Ed,Commerce,Self Financed,English,Women (30%),SC,201,40.2,CAP-1,Pune
27250211825,M.E.S LATE GAJANANRAO BHIVRAO  DESHPANDE HIGH SCHOOL BARAMATI,Co-Ed,Commerce,Self Financed,English,Remaining seats (Pure),SC,205,41,CAP-1,Pune
27250211825,M.E.S LATE GAJANANRAO BHIVRAO  DESHPANDE HIGH SCHOOL BARAMATI,Co-Ed,Science,Self Financed,English,Women (30%),SC,356,71.2,CAP-1,Pune
27250211825,M.E.S LATE GAJANANRAO BHIVRAO  DESHPANDE HIGH SCHOOL BARAMATI,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,336,67.2,CAP-1,Pune
27250211827,TULJARAM CHATURCHAND COLLEGE BARAMATI,Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,260,52,CAP-1,Pune
27250211827,TULJARAM CHATURCHAND COLLEGE BARAMATI,Co-Ed,Science,Aided,English,Divyang (4%),SC,413,82.6,CAP-1,Pune
27250211832,"M.E.S. H.G. DESHPANDE ENGLISH MEDIUM SCHOOL,BARAMATI",Co-Ed,Science,Self Financed,English,Women (30%),SC,317,63.4,CAP-1,Pune
27250211832,"M.E.S. H.G. DESHPANDE ENGLISH MEDIUM SCHOOL,BARAMATI",Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,260,52,CAP-1,Pune
27250211836,Sharada Niketan English Medium School and Junior College,Co-Ed,Science,Self Financed,English,Women (30%),SC,294,58.8,CAP-1,Pune
27250211837,SPCTS EXED JR COLLEGE OF SCIENCE AND COMMERCE,Co-Ed,Science,Self Financed,English,Women (30%),SC,383,76.6,CAP-1,Pune
27250211837,SPCTS EXED JR COLLEGE OF SCIENCE AND COMMERCE,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,376,75.2,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,260,52,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Commerce,Self Financed,Marathi,Divyang (4%),SC,296,59.2,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Women (30%),SC,293,58.6,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,339,67.8,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,330,66,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,253,50.6,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,317,63.4,CAP-1,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Science,Aided,Marathi,Women (30%),SC,315,63,CAP-1,Pune
