UDISE,College Name,College Type,Stream,Status,Medium,Reservation,Caste,Marks,Percentage,Cap Round No,City Name
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Science,Un-Aided,English,Women (30%),SC,292.0,58.4,CAP-2,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Science,Un-Aided,English,Remaining seats (Pure),SC,306.0,61.199999999999996,CAP-2,Pune
27250207611,MUGUTRAO SAHEBRAO KAKADE MAHAVIDLAYA SOMESHWARNAGAR,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,377.0,75.4,CAP-2,Pune
27250208307,S S M HIGH SCHOOL MALEGAON,Co-Ed,Arts,Un-Aided,Marathi,Remaining seats (Pure),SC,175.0,35.0,CAP-2,Pune
27250208308,SHARDABAI PAWAR VID. & JUNIOR COLLEGE SHIVNAGAR,Co-Ed,Science,Un-Aided,English,Women (30%),SC,334.0,66.8,CAP-2,Pune
27250208308,SHARDABAI PAWAR VID. & JUNIOR COLLEGE SHIVNAGAR,Co-Ed,Science,Un-Aided,English,Remaining seats (Pure),SC,314.0,62.8,CAP-2,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Arts,Aided,Marathi,Remaining seats (Pure),SC,176.0,35.199999999999996,CAP-2,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,263.0,52.6,CAP-2,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Commerce,Aided,Marathi,Remaining seats (Pure),SC,336.0,67.2,CAP-2,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Self Financed,Marathi,Remaining seats (Pure),SC,391.0,78.2,CAP-2,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Self Financed,Marathi,Divyang (4%),SC,418.0,83.6,CAP-2,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,296.0,59.199999999999996,CAP-2,Pune
27250208315,SHARDABAI PAWAR MAHILA MAHAVIDLAYA SHARDANAGAR,Girls,Science,Aided,Marathi,Remaining seats (Pure),SC,397.0,79.4,CAP-2,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Arts,Aided,Marathi,Women (30%),SC,243.0,48.6,CAP-2,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,309.0,61.8,CAP-2,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Science,Partially Aided (20%-80%),Marathi,Women (30%),SC,316.0,63.2,CAP-2,Pune
27250208604,"NAV MAHARASHTRA VIDYALAY AND KANISHTH MAHAVIDYALAY PANDARE,TAL - BARAMATI ,DIST -PUNE",Co-Ed,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,275.0,55.00000000000001,CAP-2,Pune
27250210202,ADITYA INTERNATIONAL SCHOOL AND JR COLLEGE,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,254.0,50.8,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,284.0,56.8,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,268.0,53.6,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Self Financed,Marathi,Remaining seats (Pure),SC,277.0,55.400000000000006,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Self Financed,English,Remaining seats (Pure),SC,271.0,54.2,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,286.0,57.199999999999996,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,304.0,60.8,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Self Financed,English,Women (30%),SC,310.0,62.0,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,333.0,66.60000000000001,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Partially Aided (20%-80%),English,Women (30%),SC,397.0,79.4,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Partially Aided (20%-80%),English,Remaining seats (Pure),SC,387.0,77.4,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Aided,English,Trf./Ex.Sr./Ser/Sports (5%),SC,404.0,80.80000000000001,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,448.0,89.60000000000001,CAP-2,Pune
27250210406,VIDYA PRATISHTHAN ARTS SCIENCE AND COMMERCE COLLEGE VIDYANAGARI BARAMATI,Co-Ed,Science,Aided,English,Divyang (4%),SC,369.0,73.8,CAP-2,Pune
27250211005,SHARDABAI PAWAR VIDYA NIKETAN SHARDANAGAR,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,316.0,63.2,CAP-2,Pune
27250211815,"SHRI CHATRAPATI SHAHU HIGH SCHOOL & JUNIOR COLLEGE ,BARAMATI",Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,223.0,44.6,CAP-2,Pune
27250211815,"SHRI CHATRAPATI SHAHU HIGH SCHOOL & JUNIOR COLLEGE ,BARAMATI",Co-Ed,Science,Un-Aided,Marathi,Remaining seats (Pure),SC,271.0,54.2,CAP-2,Pune
27250211816,RADHESHAM N AGARWAL,Co-Ed,Science,Un-Aided,Marathi,Remaining seats (Pure),SC,326.0,65.2,CAP-2,Pune
27250211816,RADHESHAM N AGARWAL,Co-Ed,Science,Aided,Marathi,Women (30%),SC,397.0,79.4,CAP-2,Pune
27250211825,M.E.S LATE GAJANANRAO BHIVRAO  DESHPANDE HIGH SCHOOL BARAMATI,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,205.0,41.0,CAP-2,Pune
27250211837,SPCTS EXED JR COLLEGE OF SCIENCE AND COMMERCE,Co-Ed,Science,Self Financed,English,Women (30%),SC,378.0,75.6,CAP-2,Pune
27250211837,SPCTS EXED JR COLLEGE OF SCIENCE AND COMMERCE,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,308.0,61.6,CAP-2,Pune
27250302203,RAJA RAGHUNATHRAO VIDYALAYA,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,291.0,58.199999999999996,CAP-2,Pune
27250302421,SHRI CHATRAPATI SHIVAJI VIDALAYA & JR.COLLAGE BHOR,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Women (30%),SC,239.0,47.8,CAP-2,Pune
27250302421,SHRI CHATRAPATI SHIVAJI VIDALAYA & JR.COLLAGE BHOR,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,315.0,63.0,CAP-2,Pune
27250302421,SHRI CHATRAPATI SHIVAJI VIDALAYA & JR.COLLAGE BHOR,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,300.0,60.0,CAP-2,Pune
27250302421,SHRI CHATRAPATI SHIVAJI VIDALAYA & JR.COLLAGE BHOR,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,310.0,62.0,CAP-2,Pune
27250302423,ANANTRAO THOPATE MAHAVIDYALAYA BHOR,Co-Ed,Science,Aided,English,Women (30%),SC,238.0,47.599999999999994,CAP-2,Pune
27250303903,Rajgad Junior College of Science,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,354.0,70.8,CAP-2,Pune
27250303903,Rajgad Junior College of Science,Co-Ed,Science,Self Financed,Marathi,Remaining seats (Pure),SC,248.0,49.6,CAP-2,Pune
27250311803,S. SHIVIJI VID. JR COLLEGE,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,293.0,58.599999999999994,CAP-2,Pune
27250315621,DINKARRAO DHADVE PATIL MADHYAMIK VIDYALAYA SAROLA,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,300.0,60.0,CAP-2,Pune
27250402322,MERI MEMORIAL HIGHSCHOOL,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,221.0,44.2,CAP-2,Pune
27250402722,SWAR. SURAJBAI KISANDAS KATARIYA ENG SCH KALEWADI,Co-Ed,Science,Self Financed,English,Women (30%),SC,297.0,59.4,CAP-2,Pune
27250403421,"JAWAHARLAL SEC.AND HIGHER SEC.SCHOOL KEDGAON,",Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,335.0,67.0,CAP-2,Pune
27250403421,"JAWAHARLAL SEC.AND HIGHER SEC.SCHOOL KEDGAON,",Co-Ed,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,288.0,57.599999999999994,CAP-2,Pune
27250404522,Bright Future English Medium School,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,342.0,68.4,CAP-2,Pune
27250405221,BHAIRAVNATH SEC & HIGH SEC SCHOOL KHUTBAV,Co-Ed,Science,Aided,Marathi,Women (30%),SC,336.0,67.2,CAP-2,Pune
27250405221,BHAIRAVNATH SEC & HIGH SEC SCHOOL KHUTBAV,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,285.0,56.99999999999999,CAP-2,Pune
27250407421,NAGESHWAR VIDYALAY PATAS,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,205.0,41.0,CAP-2,Pune
27250407421,NAGESHWAR VIDYALAY PATAS,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,195.0,39.0,CAP-2,Pune
27250408221,KAILAS VIDYA MANDIR RAHU,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,218.0,43.6,CAP-2,Pune
27250408221,KAILAS VIDYA MANDIR RAHU,Co-Ed,Commerce,Self Financed,Marathi,Women (30%),SC,355.0,71.0,CAP-2,Pune
27250408221,KAILAS VIDYA MANDIR RAHU,Co-Ed,Commerce,Self Financed,Marathi,Remaining seats (Pure),SC,243.0,48.6,CAP-2,Pune
27250408221,KAILAS VIDYA MANDIR RAHU,Co-Ed,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,365.0,73.0,CAP-2,Pune
27250408521,SARASWATI MAD VID RAVANGAON,Co-Ed,Science,Self Financed,Marathi,Women (30%),SC,367.0,73.4,CAP-2,Pune
27250408521,SARASWATI MAD VID RAVANGAON,Co-Ed,Science,Self Financed,Marathi,Remaining seats (Pure),SC,324.0,64.8,CAP-2,Pune
27250409922,SHRI GOPINATH MADHYAMI & UCCHA MADHYAMIK VIDYALAY VARVAND,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,181.0,36.199999999999996,CAP-2,Pune
27250409922,SHRI GOPINATH MADHYAMI & UCCHA MADHYAMIK VIDYALAY VARVAND,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,252.0,50.4,CAP-2,Pune
27250409922,SHRI GOPINATH MADHYAMI & UCCHA MADHYAMIK VIDYALAY VARVAND,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,300.0,60.0,CAP-2,Pune
27250409922,SHRI GOPINATH MADHYAMI & UCCHA MADHYAMIK VIDYALAY VARVAND,Co-Ed,Science,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,312.0,62.4,CAP-2,Pune
27250409922,SHRI GOPINATH MADHYAMI & UCCHA MADHYAMIK VIDYALAY VARVAND,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,332.0,66.4,CAP-2,Pune
27250410121,VIDYAVIKAS MANDIR YAVAT,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,205.0,41.0,CAP-2,Pune
27250410322,SHETH JYOTIPRASAD VIDYALAYA,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,207.0,41.4,CAP-2,Pune
27250410322,SHETH JYOTIPRASAD VIDYALAYA,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,223.0,44.6,CAP-2,Pune
27250410322,SHETH JYOTIPRASAD VIDYALAYA,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,205.0,41.0,CAP-2,Pune
27250410322,SHETH JYOTIPRASAD VIDYALAYA,Co-Ed,Science,Un-Aided,English,Women (30%),SC,326.0,65.2,CAP-2,Pune
27250410322,SHETH JYOTIPRASAD VIDYALAYA,Co-Ed,Science,Un-Aided,English,Remaining seats (Pure),SC,262.0,52.400000000000006,CAP-2,Pune
27250410322,SHETH JYOTIPRASAD VIDYALAYA,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,367.0,73.4,CAP-2,Pune
27250410323,SH VITHABAI CHAVAN KANNYA VID DAUND,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,278.0,55.60000000000001,CAP-2,Pune
27250410323,SH VITHABAI CHAVAN KANNYA VID DAUND,Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,227.0,45.4,CAP-2,Pune
27250500503,OXFORD SCHOOL,Co-Ed,Commerce,Self Financed,Marathi,Divyang (4%),SC,175.0,35.0,CAP-2,Pune
27250501821,SANT TUKARAM VIDYALAYA,Co-Ed,Arts,Aided,Marathi,Divyang (4%),SC,199.0,39.800000000000004,CAP-2,Pune
27250501821,SANT TUKARAM VIDYALAYA,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,369.0,73.8,CAP-2,Pune
27250501821,SANT TUKARAM VIDYALAYA,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,288.0,57.599999999999994,CAP-2,Pune
27250501921,"SHRI SHAMBHU MAHADEV  JUNIOR COLLEGE ,PHURSUNGI.",Co-Ed,Arts,Aided,Marathi,Women (30%),SC,310.0,62.0,CAP-2,Pune
27250501921,"SHRI SHAMBHU MAHADEV  JUNIOR COLLEGE ,PHURSUNGI.",Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,198.0,39.6,CAP-2,Pune
27250501921,"SHRI SHAMBHU MAHADEV  JUNIOR COLLEGE ,PHURSUNGI.",Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,356.0,71.2,CAP-2,Pune
27250501921,"SHRI SHAMBHU MAHADEV  JUNIOR COLLEGE ,PHURSUNGI.",Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,311.0,62.2,CAP-2,Pune
27250501933,SONAI ENGLISH MEDIUM HIGHSCHOOL FURSUNGI,Co-Ed,Science,Self Financed,English,Women (30%),SC,287.0,57.4,CAP-2,Pune
27250501933,SONAI ENGLISH MEDIUM HIGHSCHOOL FURSUNGI,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,329.0,65.8,CAP-2,Pune
27250502022,LOKSEVA ENGLISH MED SCHOOL.,Co-Ed,Science,Self Financed,English,Women (30%),SC,353.0,70.6,CAP-2,Pune
27250502103,"B.H.CHATE ENGLISH MEDIUM SCHOOL & JR.COLLEGE,GAUD-DARA",Co-Ed,Science,Self Financed,English,Women (30%),SC,271.0,54.2,CAP-2,Pune
27250502103,"B.H.CHATE ENGLISH MEDIUM SCHOOL & JR.COLLEGE,GAUD-DARA",Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,282.0,56.39999999999999,CAP-2,Pune
27250504221,SHIVBHUMI VIDYALAYA  KHEDSHIVAPUR,Co-Ed,Arts,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,289.0,57.8,CAP-2,Pune
27250504221,SHIVBHUMI VIDYALAYA  KHEDSHIVAPUR,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,197.0,39.4,CAP-2,Pune
27250504221,SHIVBHUMI VIDYALAYA  KHEDSHIVAPUR,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,239.0,47.8,CAP-2,Pune
27250504221,SHIVBHUMI VIDYALAYA  KHEDSHIVAPUR,Co-Ed,Science,Aided,English,Women (30%),SC,409.0,81.8,CAP-2,Pune
27250504221,SHIVBHUMI VIDYALAYA  KHEDSHIVAPUR,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,312.0,62.4,CAP-2,Pune
27250504322,PRITHVIRAJ KAPOOR M HIGHSCOOL,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,194.0,38.800000000000004,CAP-2,Pune
27250504322,PRITHVIRAJ KAPOOR M HIGHSCOOL,Co-Ed,Commerce,Aided,Marathi,Women (30%),SC,334.0,66.8,CAP-2,Pune
27250504322,PRITHVIRAJ KAPOOR M HIGHSCOOL,Co-Ed,Commerce,Aided,Marathi,Remaining seats (Pure),SC,323.0,64.60000000000001,CAP-2,Pune
27250504322,PRITHVIRAJ KAPOOR M HIGHSCOOL,Co-Ed,Science,Aided,Marathi,Remaining seats (Pure),SC,363.0,72.6,CAP-2,Pune
27250504330,MAEERS Vishwashanti Gurukul Higher Secondary school,Co-Ed,Commerce,Self Financed,English,Remaining seats (Pure),SC,312.0,62.4,CAP-2,Pune
27250504333,Sanjay Modak Junior College Arts Commerce Science,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,320.0,64.0,CAP-2,Pune
27250504633,SHRIMATI SUBHARDABAI RAMCHANDRA BHUMKAR VIDNYAN UCCHA MADHYAMIK VIDYALAY,Co-Ed,Science,Self Financed,English,Women (30%),SC,300.0,60.0,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,211.0,42.199999999999996,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,185.0,37.0,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Commerce,Self Financed,Marathi,Women (30%),SC,328.0,65.60000000000001,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Commerce,Self Financed,Marathi,Remaining seats (Pure),SC,209.0,41.8,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,225.0,45.0,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,286.0,57.199999999999996,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Science,Partially Aided (20%-80%),English,Women (30%),SC,360.0,72.0,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Science,Partially Aided (20%-80%),English,Remaining seats (Pure),SC,321.0,64.2,CAP-2,Pune
27250507713,MAHATMA GANDHI VIDYALAYA,Co-Ed,Science,Aided,English,Remaining seats (Pure),SC,429.0,85.8,CAP-2,Pune
27250507723,DR ASMITA PRIMARY SEC AND HIGHER SECONDARY VIDYALYA,Co-Ed,Science,Self Financed,English,Remaining seats (Pure),SC,396.0,79.2,CAP-2,Pune
27250508522,JOGESHWARI MATA SECONDARY & HIGHER SECOUNDARY SCHOOL,Co-Ed,Arts,Partially Aided (20%-80%),Marathi,Women (30%),SC,283.0,56.599999999999994,CAP-2,Pune
27250508522,JOGESHWARI MATA SECONDARY & HIGHER SECOUNDARY SCHOOL,Co-Ed,Arts,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,281.0,56.2,CAP-2,Pune
27250508522,JOGESHWARI MATA SECONDARY & HIGHER SECOUNDARY SCHOOL,Co-Ed,Commerce,Partially Aided (20%-80%),Marathi,Remaining seats (Pure),SC,283.0,56.599999999999994,CAP-2,Pune
27250508522,JOGESHWARI MATA SECONDARY & HIGHER SECOUNDARY SCHOOL,Co-Ed,Science,Un-Aided,Marathi,Women (30%),SC,326.0,65.2,CAP-2,Pune
27250508607,WAGHESHWAR ENGLISH MEDIUM SCHO,Co-Ed,Science,Self Financed,English,Women (30%),SC,432.0,86.4,CAP-2,Pune
27250508621,VISHNUJI SHEKUJI SATAV HIGHSCHOOL AND JUNIOR COLLEGE,Co-Ed,Arts,Aided,Marathi,Women (30%),SC,269.0,53.800000000000004,CAP-2,Pune
27250508621,VISHNUJI SHEKUJI SATAV HIGHSCHOOL AND JUNIOR COLLEGE,Co-Ed,Arts,Aided,Marathi,Remaining seats (Pure),SC,202.0,40.400000000000006,CAP-2,Pune
