institute_code,institute_name,branch_code,branch,course_name,category,rank,score,gender,quota,category1,year,cap_round
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",0253329310,ME/M.Tech,Electrical Engineering,GOPENS,4674,3.33,G,S,OPEN,2025,3
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",0253394310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,4879,2.59,G,S,OPEN,2025,3
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",0253395110,ME/M.Tech,Civil Engineering (Computer Aided Structural Engineering),GOPENS,4400,4.12,G,S,OPEN,2025,3
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",0253395110,ME/M.Tech,Civil Engineering (Computer Aided Structural Engineering),GSCS,5109,1.36,G,S,SC,2025,3
2533,"CSMSS Chh. Shahu College of Engineering, Aurangabad",0253396810,ME/M.Tech,Electronics and Communication (VLSI Design),GOPENS,5083,1.55,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301220110,ME/M.Tech,Environmental Engineering,GOPENS,994,17.23,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301220110,ME/M.Tech,Environmental Engineering,GSCS,1748,12.74,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301220110,ME/M.Tech,Environmental Engineering,GOBCS,2445,10.23,G,S,OBC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301221010,ME/M.Tech,Construction Management,GOPENS,390,247.0,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301221210,ME/M.Tech,Structural Engineering,GSCS,1472,14.12,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301221210,ME/M.Tech,Structural Engineering,GNT2S,963,17.4,G,S,NT2,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301224510,ME/M.Tech,Computer Engineering,GSCS,307,294.0,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301224510,ME/M.Tech,Computer Engineering,GVJS,2905,8.77,G,S,VJ,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301224510,ME/M.Tech,Computer Engineering,GNT2S,1970,11.78,G,S,NT2,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301224510,ME/M.Tech,Computer Engineering,GSEBCS,2355,10.39,G,S,SEBC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301226010,ME/M.Tech,Software Engineering,GOPENS,113,393.0,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301226010,ME/M.Tech,Software Engineering,GSCS,318,284.0,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301226610,ME/M.Tech,Project Mangement,GOPENS,594,21.67,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301226610,ME/M.Tech,Project Mangement,GSCS,1233,15.51,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301229610,ME/M.Tech,Integrated Power Systems,GOPENS,4029,5.46,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301229910,ME/M.Tech,Embedded Control Systems,GOPENS,2079,11.33,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301234910,ME/M.Tech,Defence Technology,GOPENS,3754,6.33,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301237210,ME/M.Tech,Electronics and Telecommunication Engg,GNT2S,953,17.54,G,S,NT2,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301261910,ME/M.Tech,Machine Design,GOPENS,584,22.0,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301262510,ME/M.Tech,Technical Textile,GSCS,2743,9.33,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301263410,ME/M.Tech,CAD/CAM- ROBOTICS,GOPENS,4929,2.33,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301294310,ME/M.Tech,Artificial Intelligence and Data Science,GSCS,330,277.0,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301295910,ME/M.Tech,Internet of Things,GOPENS,802,18.74,G,S,OPEN,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301295910,ME/M.Tech,Internet of Things,GSCS,1411,14.33,G,S,SC,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301295910,ME/M.Tech,Internet of Things,GVJS,4450,4.01,G,S,VJ,2025,3
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301295910,ME/M.Tech,Internet of Things,GNT2S,2028,11.67,G,S,NT2,2025,3
3014,"Sardar Patel College of Engineering, Andheri",0301421070U,ME/M.Tech,Construction Management,GOPENS,567,22.06,G,S,OPEN,2025,3
3014,"Sardar Patel College of Engineering, Andheri",0301421070U,ME/M.Tech,Construction Management,GSCS,1639,13.3,G,S,SC,2025,3
3014,"Sardar Patel College of Engineering, Andheri",0301421070U,ME/M.Tech,Construction Management,GSEBCS,1330,14.82,G,S,SEBC,2025,3
3014,"Sardar Patel College of Engineering, Andheri",0301421070U,ME/M.Tech,Construction Management,GOPENS,468,25.86,G,S,OPEN,2025,3
3014,"Sardar Patel College of Engineering, Andheri",0301421070U,ME/M.Tech,Construction Management,GNT2S,1199,15.69,G,S,NT2,2025,3
3014,"Sardar Patel College of Engineering, Andheri",0301421070U,ME/M.Tech,Construction Management,GSEBCS,828,18.61,G,S,SEBC,2025,3
3014,"Sardar Patel College of Engineering, Andheri",0301421070U,ME/M.Tech,Construction Management,PWDOPENS,887,70.05,P,S,OPEN,2025,3
3033,"Dr. Babasaheb Ambedkar Technological University, Lonere",0303324510,ME/M.Tech,Computer Engineering,GOPENS,2139,11.04,G,S,OPEN,2025,3
3135,"Manjara Charitable Trust's Rajiv Gandhi Institute of Technology, Mumbai",0313524510,ME/M.Tech,Computer Engineering,GOPENS,5093,1.55,G,S,OPEN,2025,3
3139,"Vidyalankar Institute of Technology,Wadala, Mumbai",0313924510,ME/M.Tech,Computer Engineering,GOPENS,1167,15.88,G,S,OPEN,2025,3
3175,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",0317521210,ME/M.Tech,Structural Engineering,GOPENS,2350,10.49,G,S,OPEN,2025,3
3175,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",0317521210,ME/M.Tech,Structural Engineering,GSCS,3216,7.91,G,S,SC,2025,3
3175,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",0317521210,ME/M.Tech,Structural Engineering,PWDOPENS,1801,51.9,P,S,OPEN,2025,3
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",0317619110,ME/M.Tech,Civil Engineering,GOPENS,1721,12.96,G,S,OPEN,2025,3
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",0317619110,ME/M.Tech,Civil Engineering,GOPENS,4725,3.06,G,S,OPEN,2025,3
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",0317624510,ME/M.Tech,Computer Engineering,GOPENS,2225,10.97,G,S,OPEN,2025,3
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",0317624610,ME/M.Tech,Information Technology,GOPENS,2902,8.77,G,S,OPEN,2025,3
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",0317694310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,1852,12.33,G,S,OPEN,2025,3
3183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",0318391010,ME/M.Tech,Construction Engg and Management,GOPENS,3766,6.19,G,S,OPEN,2025,3
3183,"Anjuman-I-Islam's M.H. Saboo Siddik College of Engineering, Byculla, Mumbai",0318391010,ME/M.Tech,Construction Engg and Management,GOPENS,3416,7.22,G,S,OPEN,2025,3
3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",0318424510,ME/M.Tech,Computer Engineering,GOPENS,4520,3.89,G,S,OPEN,2025,3
3184,"Fr. Conceicao Rodrigues College of Engineering, Bandra,Mumbai",0318424510,ME/M.Tech,Computer Engineering,GOPENS,2680,9.42,G,S,OPEN,2025,3
3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",0318524610,ME/M.Tech,Information Technology,GOPENS,1296,15.06,G,S,OPEN,2025,3
3185,"Vivekanand Education Society's Institute of Technology, Chembur, Mumbai",0318534110,ME/M.Tech,VLSI and Embeded Systems,GOPENS,4218,4.83,G,S,OPEN,2025,3
3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",0318724510,ME/M.Tech,Computer Engineering,GOPENS,5251,0.67,G,S,OPEN,2025,3
3189,"Bharati Vidyapeeth College of Engineering,  Navi Mumbai",0318924510,ME/M.Tech,Computer Engineering,GOPENS,4951,2.27,G,S,OPEN,2025,3
3194,"Vidyavardhini's College of Engineering and Technology, Vasai",0319421210,ME/M.Tech,Structural Engineering,GOPENS,2163,11.02,G,S,OPEN,2025,3
3199,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",0319924510,ME/M.Tech,Computer Engineering,GOPENS,589,21.77,G,S,OPEN,2025,3
3207,"Mahatma Education Society's Pillai College of Engineering, New Panvel",0320724610,ME/M.Tech,Information Technology,GOPENS,5228,0.74,G,S,OPEN,2025,3
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",0321125010,ME/M.Tech,Information Security,GOPENS,3462,7.14,G,S,OPEN,2025,3
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",0321194310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,3145,8.0,G,S,OPEN,2025,3
3215,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",0321524510,ME/M.Tech,Computer Engineering,GOPENS,160,367.0,G,S,OPEN,2025,3
