institute_code,institute_name,branch_code,branch,course_name,category,rank,score,gender,quota,category1,year,cap_round
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301224510,ME/M.Tech,Computer Engineering,GVJS,1050,16.69,G,S,VJ,2025,4
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301226010,ME/M.Tech,Software Engineering,GOPENS,215,350.0,G,S,OPEN,2025,4
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301226610,ME/M.Tech,Project Mangement,GSCS,2191,11.0,G,S,SC,2025,4
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301261910,ME/M.Tech,Machine Design,GOPENS,2492,10.0,G,S,OPEN,2025,4
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301295910,ME/M.Tech,Internet of Things,GOPENS,2085,11.33,G,S,OPEN,2025,4
3012,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai",0301295910,ME/M.Tech,Internet of Things,GOPENS,2356,10.39,G,S,OPEN,2025,4
3014,"Sardar Patel College of Engineering, Andheri",0301421270U,ME/M.Tech,Structural Engineering,GOPENS,685,20.13,G,S,OPEN,2025,4
3014,"Sardar Patel College of Engineering, Andheri",0301421270U,ME/M.Tech,Structural Engineering,GOPENS,4316,4.43,G,S,OPEN,2025,4
3175,"M.G.M.'s College of Engineering and Technology, Kamothe, Navi Mumbai",0317521210,ME/M.Tech,Structural Engineering,GOPENS,4894,2.38,G,S,OPEN,2025,4
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",0317619110,ME/M.Tech,Civil Engineering,GOPENS,2661,9.64,G,S,OPEN,2025,4
3176,"Thakur College of Engineering and Technology, Kandivali, Mumbai",0317694310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,3142,8.1,G,S,OPEN,2025,4
3187,"N.Y.S.S.'s Datta Meghe College of Engineering, Airoli, Navi Mumbai",0318761210,ME/M.Tech,Mechanical Engineering,GOPENS,837,18.33,G,S,OPEN,2025,4
3199,"Shri Vile Parle Kelvani Mandal's Dwarkadas J. Sanghvi College of Engineering, Vile Parle,Mumbai",0319924510,ME/M.Tech,Computer Engineering,GOPENS,3070,8.33,G,S,OPEN,2025,4
3209,K J Somaiya Institute of Technology,0320905010,ME/M.Tech,Artificial Intelligence,GOPENS,4924,2.33,G,S,OPEN,2025,4
3211,"S.I.E.S. Graduate School of Technology, Nerul, Navi Mumbai",0321194310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,5251,0.67,G,S,OPEN,2025,4
3215,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",0321524510,ME/M.Tech,Computer Engineering,GOPENS,1269,15.27,G,S,OPEN,2025,4
3215,"Bhartiya Vidya Bhavan's Sardar Patel Institute  of Technology , Andheri, Mumbai",0321524510,ME/M.Tech,Computer Engineering,GOPENS,3239,7.79,G,S,OPEN,2025,4
4116,"Ankush Shikshan Sanstha's G.H.Raisoni College of Engineering, Nagpur",0411624210,ME/M.Tech,Computer Science and Engineering,GOPENS,3875,6.0,G,S,OPEN,2025,4
4145,"Wainganga College of Engineering and Management, Dongargaon, Nagpur",0414595110,ME/M.Tech,Civil Engineering (Computer Aided Structural Engineering),GOBCS,4531,3.77,G,S,OBC,2025,4
4151,"Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",0415124210,ME/M.Tech,Computer Science and Engineering,GOBCS,1059,16.67,G,S,OBC,2025,4
4151,"Tulsiramji Gaikwad Patil College of Engineering & Technology, Nagpur",0415194910,ME/M.Tech,Artificial Intelligence and Machine Learning,GOPENS,4803,2.78,G,S,OPEN,2025,4
4172,"Anjuman College of Engineering & Technology, Nagpur",0417237010,ME/M.Tech,Electronics and Communication Engineering,GOPENS,2031,11.67,G,S,OPEN,2025,4
5162,"Amrutvahini Sheti & Shikshan Vikas Sanstha's Amrutvahini College of Engineering, Sangamner",0516219110,ME/M.Tech,Civil Engineering,GNT2S,4726,3.06,G,S,NT2,2025,4
5418,"Guru Gobind Singh College of Engineering & Research Centre, Nashik.",0541894310,ME/M.Tech,Artificial Intelligence and Data Science,GNT2S,2400,10.33,G,S,NT2,2025,4
6005,"Government College of Engineering, Karad",0600521010,ME/M.Tech,Construction Management,GOPENS,4008,5.5,G,S,OPEN,2025,4
6005,"Government College of Engineering, Karad",0600524210,ME/M.Tech,Computer Science and Engineering,GOPENS,3993,5.52,G,S,OPEN,2025,4
6007,"Walchand College of Engineering, Sangli",0600721070U,ME/M.Tech,Construction Management,GOPENS,3088,8.26,G,S,OPEN,2025,4
6007,"Walchand College of Engineering, Sangli",0600721170U,ME/M.Tech,Civil - Structural Engineering,GOPENS,1585,13.43,G,S,OPEN,2025,4
6007,"Walchand College of Engineering, Sangli",0600724270U,ME/M.Tech,Computer Science and Engineering,GOPENS,1161,15.92,G,S,OPEN,2025,4
6007,"Walchand College of Engineering, Sangli",0600794070U,ME/M.Tech,Data Sciences,GOBCS,578,22.0,G,S,OBC,2025,4
6139,"Progressive Education Society's Modern College of Engineering, Pune",0613929410,ME/M.Tech,Control System Engineering,GOPENS,4054,5.33,G,S,OPEN,2025,4
6141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",0614124510,ME/M.Tech,Computer Engineering,GOPENS,3602,6.67,G,S,OPEN,2025,4
6141,"Jaywant Shikshan Prasarak Mandal's,Rajarshi Shahu College of Engineering, Tathawade, Pune",0614124510,ME/M.Tech,Computer Engineering,GOPENS,4595,3.6,G,S,OPEN,2025,4
6146,"MIT Academy of Engineering,Alandi, Pune",0614624510,ME/M.Tech,Computer Engineering,GSCS,3720,6.33,G,S,SC,2025,4
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",0617524510,ME/M.Tech,Computer Engineering,GOPENS,1115,16.28,G,S,OPEN,2025,4
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",0617524510,ME/M.Tech,Computer Engineering,GOPENS,1924,12.02,G,S,OPEN,2025,4
6175,"Pimpri Chinchwad Education Trust, Pimpri Chinchwad College of Engineering, Pune",0617594310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,1145,16.0,G,S,OPEN,2025,4
6177,"Sinhgad College of Engineering, Vadgaon (BK), Pune",0617721210,ME/M.Tech,Structural Engineering,GOPENS,3317,7.57,G,S,OPEN,2025,4
6178,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune",0617824510,ME/M.Tech,Computer Engineering,GOPENS,4377,4.22,G,S,OPEN,2025,4
6207,"Dr. D. Y. Patil Unitech Society's Dr. D. Y. Patil  Institute of Technology, Pimpri, Pune",0620724510,ME/M.Tech,Computer Engineering,GOPENS,3623,6.67,G,S,OPEN,2025,4
6214,"K. E. Society's Rajarambapu Institute of Technology, Walwa, Sangli",0621424210,ME/M.Tech,Computer Science and Engineering,GOPENS,5001,1.96,G,S,OPEN,2025,4
6220,"SVERI's College of Engineering, Pandharpur",0622021210,ME/M.Tech,Structural Engineering,GOPENS,4636,3.41,G,S,OPEN,2025,4
6267,"Kolhapur Institute of Technology's College of Engineering(Autonomous), Kolhapur",0626794710,ME/M.Tech,Computer Science and Engineering (Data Science),GOPENS,5050,1.67,G,S,OPEN,2025,4
6268,"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",0626821010,ME/M.Tech,Construction Management,GSCS,5038,1.7,G,S,SC,2025,4
6271,Pune Institute of Computer Technology,0627124510,ME/M.Tech,Computer Engineering,GSCS,2448,10.15,G,S,SC,2025,4
6271,Pune Institute of Computer Technology,0627194010,ME/M.Tech,Data Sciences,GOPENS,658,20.47,G,S,OPEN,2025,4
6271,Pune Institute of Computer Technology,0627194010,ME/M.Tech,Data Sciences,GOPENS,2901,8.77,G,S,OPEN,2025,4
6272,"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",0627224510,ME/M.Tech,Computer Engineering,GOPENS,3824,6.06,G,S,OPEN,2025,4
6275,"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",0627560110,ME/M.Tech,Design Engineering,GSCS,2921,8.67,G,S,SC,2025,4
6276,"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",0627624550F,ME/M.Tech,Computer Engineering,GOPENS,2006,11.69,G,S,OPEN,2025,4
6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",0627894310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,4164,5.0,G,S,OPEN,2025,4
6278,"All India Shri Shivaji Memorial Society's College of Engineering, Pune",0627894310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,4840,2.67,G,S,OPEN,2025,4
6284,"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",0628494310,ME/M.Tech,Artificial Intelligence and Data Science,GOPENS,4608,3.57,G,S,OPEN,2025,4
6285,"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",0628524550F,ME/M.Tech,Computer Engineering,GOPENS,4789,2.78,G,S,OPEN,2025,4
6298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",0629894010,ME/M.Tech,Data Sciences,GOPENS,1268,15.27,G,S,OPEN,2025,4
6298,"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",0629894010,ME/M.Tech,Data Sciences,GOPENS,4706,3.19,G,S,OPEN,2025,4
6321,"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",0632124210,ME/M.Tech,Computer Science and Engineering,GOPENS,3686,6.49,G,S,OPEN,2025,4
6628,"Dattakala Group Of Institutions, Swami - Chincholi Tal. Daund Dist. Pune",0662829310,ME/M.Tech,Electrical Engineering,GOBCS,4665,3.33,G,S,OBC,2025,4
6732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",0673221010,ME/M.Tech,Construction Management,GOPENS,4020,5.5,G,S,OPEN,2025,4
6732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",0673221210,ME/M.Tech,Structural Engineering,GOPENS,4896,2.38,G,S,OPEN,2025,4
6732,"Ajeenkya DY Patil School of Engineering, Lohegaon, Pune",0673224510,ME/M.Tech,Computer Engineering,GOPENS,4769,2.92,G,S,OPEN,2025,4
6754,"International Institute of Information Technology (I²IT), Pune.",0675424510,ME/M.Tech,Computer Engineering,GOPENS,4287,4.54,G,S,OPEN,2025,4
6794,"Anantrao Pawar College of Engineering & Research, Pune",0679424510,ME/M.Tech,Computer Engineering,GOPENS,5213,0.97,G,S,OPEN,2025,4
