institute_code,institute_name,branch_code,branch,course_name,status,category,rank,score,gender,quota,category1,year,cap_round
1002,"Government College of Engineering, Amravati",100220010,ME/M.Tech,Geo Technical Engineering [Non Sponsored],Government Autonomous,GOPENS,2056,11.36,G,S,OPEN,2025,1
1002,"Government College of Engineering, Amravati",100220010,ME/M.Tech,Geo Technical Engineering [Non Sponsored],Government Autonomous,GSCS,2328,10.57,G,S,SC,2025,1
1002,"Government College of Engineering, Amravati",100220010,ME/M.Tech,Geo Technical Engineering [Non Sponsored],Government Autonomous,GOBCS,2666,9.55,G,S,OBC,2025,1
1002,"Government College of Engineering, Amravati",100220110,ME/M.Tech,Environmental Engineering [Non Sponsored],Government Autonomous,GOPENS,1905,12.05,G,S,OPEN,2025,1
1002,"Government College of Engineering, Amravati",100220110,ME/M.Tech,Environmental Engineering [Non Sponsored],Government Autonomous,GSCS,2319,10.67,G,S,SC,2025,1
1002,"Government College of Engineering, Amravati",100220110,ME/M.Tech,Environmental Engineering [Non Sponsored],Government Autonomous,GNT3S,3807,6.14,G,S,NT3,2025,1
1002,"Government College of Engineering, Amravati",100220110,ME/M.Tech,Environmental Engineering [Non Sponsored],Government Autonomous,GOBCS,4632,3.43,G,S,OBC,2025,1
1002,"Government College of Engineering, Amravati",100221210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GOPENS,590,21.72,G,S,OPEN,2025,1
1002,"Government College of Engineering, Amravati",100221210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GSCS,1229,15.51,G,S,SC,2025,1
1002,"Government College of Engineering, Amravati",100221210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GSTS,817,18.61,G,S,ST,2025,1
1002,"Government College of Engineering, Amravati",100221210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GVJS,2067,11.36,G,S,VJ,2025,1
1002,"Government College of Engineering, Amravati",100221210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GNT1S,3435,7.16,G,S,NT1,2025,1
1002,"Government College of Engineering, Amravati",100221210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GOBCS,1826,12.4,G,S,OBC,2025,1
1002,"Government College of Engineering, Amravati",100224210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GOPENS,522,23.65,G,S,OPEN,2025,1
1002,"Government College of Engineering, Amravati",100224210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GSCS,1432,14.29,G,S,SC,2025,1
1002,"Government College of Engineering, Amravati",100224210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GNT1S,2676,9.42,G,S,NT1,2025,1
1002,"Government College of Engineering, Amravati",100224210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GOBCS,1887,12.19,G,S,OBC,2025,1
1002,"Government College of Engineering, Amravati",100229210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GOPENS,3372,7.33,G,S,OPEN,2025,1
1002,"Government College of Engineering, Amravati",100229210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GSCS,4753,3.0,G,S,SC,2025,1
1002,"Government College of Engineering, Amravati",100229210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GSTS,4480,4.0,G,S,ST,2025,1
1002,"Government College of Engineering, Amravati",100229210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GOBCS,4652,3.33,G,S,OBC,2025,1
1002,"Government College of Engineering, Amravati",100239210,ME/M.Tech,Electronic System and Communication [Non Sponsored],Government Autonomous,GOPENS,3952,5.67,G,S,OPEN,2025,1
1002,"Government College of Engineering, Amravati",100260610,ME/M.Tech,Production Engineering [Non Sponsored],Government Autonomous,GOPENS,4352,4.33,G,S,OPEN,2025,1
1005,"Sant Gadge Baba Amravati University,Amravati",100261010,ME/M.Tech,Thermal Engineering [Non Sponsored],Government Autonomous,GOPENS,4944,2.33,G,S,OPEN,2025,1
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",100591510,ME/M.Tech,Computer Science and Information Technology [Non Sponsored],University Department,GOPENS,3122,8.12,G,S,OPEN,2025,1
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",100591510,ME/M.Tech,Computer Science and Information Technology [Non Sponsored],University Department,GSCS,4395,4.22,G,S,SC,2025,1
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110124510,ME/M.Tech,Computer Engineering [Non Sponsored],Un-Aided,GOPENS,3991,5.52,G,S,OPEN,2025,1
1101,"Shri Sant Gajanan Maharaj College of Engineering,Shegaon",110129210,ME/M.Tech,Electrical Power System [Non Sponsored],Un-Aided,GOPENS,4456,4.0,G,S,OPEN,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110190710,ME/M.Tech,Advanced Mfg & Mechanical System design [Non Sponsored],Un-Aided,GOPENS,581,22.0,G,S,OPEN,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110520110,ME/M.Tech,Environmental Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,2511,9.98,G,S,OPEN,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110520110,ME/M.Tech,Environmental Engineering [Non Sponsored],Un-Aided Autonomous,GSCS,4409,4.12,G,S,SC,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110520110,ME/M.Tech,Environmental Engineering [Non Sponsored],Un-Aided Autonomous,GOBCS,3332,7.5,G,S,OBC,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110521210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,2126,11.25,G,S,OPEN,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110521210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided Autonomous,GSCS,3693,6.48,G,S,SC,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110521210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided Autonomous,GSTS,2664,9.55,G,S,ST,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110521210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided Autonomous,GOBCS,2540,9.98,G,S,OBC,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,4866,2.59,G,S,OPEN,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided Autonomous,GNT1S,5097,1.55,G,S,NT1,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided Autonomous,GOBCS,4906,2.37,G,S,OBC,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110524610,ME/M.Tech,Information Technology [Non Sponsored],Un-Aided Autonomous,GOPENS,5154,1.15,G,S,OPEN,2025,1
1105,"Prof. Ram Meghe Institute of Technology & Research, Amravati",110537210,ME/M.Tech,Electronics and Telecommunication Engg [Non Sponsored],Un-Aided Autonomous,GOPENS,2607,9.67,G,S,OPEN,2025,1
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110560410,ME/M.Tech,CAD-CAM [Non Sponsored],Un-Aided Autonomous,GOPENS,3962,5.67,G,S,OPEN,2025,1
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110724210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,3564,6.87,G,S,OPEN,2025,1
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110729210,ME/M.Tech,Electrical Power System [Non Sponsored],Un-Aided Autonomous,GOPENS,2712,9.33,G,S,OPEN,2025,1
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110729210,ME/M.Tech,Electrical Power System [Non Sponsored],Un-Aided Autonomous,GOBCS,5182,1.0,G,S,OBC,2025,1
1107,"P. R. Pote Patil College of Engineering & Management, Amravati",110737210,ME/M.Tech,Electronics and Telecommunication Engg [Non Sponsored],Un-Aided Autonomous,GOPENS,2709,9.33,G,S,OPEN,2025,1
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",110761010,ME/M.Tech,Thermal Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,3371,7.33,G,S,OPEN,2025,1
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111421110,ME/M.Tech,Civil - Structural Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,2640,9.64,G,S,OPEN,2025,1
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111421110,ME/M.Tech,Civil - Structural Engineering [Non Sponsored],Un-Aided Autonomous,GSTS,2853,8.95,G,S,ST,2025,1
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111421110,ME/M.Tech,Civil - Structural Engineering [Non Sponsored],Un-Aided Autonomous,GOBCS,3420,7.22,G,S,OBC,2025,1
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111424210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,3130,8.1,G,S,OPEN,2025,1
1114,"Sipna Shikshan Prasarak Mandal College of Engineering & Technology, Amravati",111424610,ME/M.Tech,Information Technology [Non Sponsored],Un-Aided Autonomous,GOPENS,2734,9.33,G,S,OPEN,2025,1
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111437210,ME/M.Tech,Electronics and Telecommunication Engg [Non Sponsored],Un-Aided Autonomous,GOPENS,3359,7.33,G,S,OPEN,2025,1
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111621210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided,GOPENS,5253,0.66,G,S,OPEN,2025,1
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111621210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided,GSCS,5302,0.32,G,S,SC,2025,1
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111624210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,1891,12.19,G,S,OPEN,2025,1
1116,"Shri Shivaji Education Society's College of Engineering and Technology, Akola",111624210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GSCS,3251,7.79,G,S,SC,2025,1
1117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",111650710,ME/M.Tech,Chemical Engineering [Non Sponsored],Un-Aided,GOPENS,4274,4.67,G,S,OPEN,2025,1
1117,"Janata Shikshan Prasarak Mandal’s Babasaheb Naik College Of Engineering, Pusad",111721210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided,GOPENS,2769,9.29,G,S,OPEN,2025,1
1119,ANURADHA COLLEGE OF ENGINEERING & TECHNOLOGY,111724210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,1785,12.67,G,S,OPEN,2025,1
1119,ANURADHA COLLEGE OF ENGINEERING & TECHNOLOGY,111924210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,5013,1.96,G,S,OPEN,2025,1
1121,"Shri Hanuman Vyayam  Prasarak Mandals College of Engineering & Technology, Amravati",111950710,ME/M.Tech,Chemical Engineering [Non Sponsored],Un-Aided,GOPENS,3718,6.33,G,S,OPEN,2025,1
1121,"Shri Hanuman Vyayam  Prasarak Mandals College of Engineering & Technology, Amravati",112124210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,2362,10.39,G,S,OPEN,2025,1
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112137210,ME/M.Tech,Electronics and Telecommunication Engg [Non Sponsored],Un-Aided,GOPENS,3965,5.67,G,S,OPEN,2025,1
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112324210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,3813,6.06,G,S,OPEN,2025,1
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112324210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOBCS,4104,5.24,G,S,OBC,2025,1
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112337210,ME/M.Tech,Electronics and Telecommunication Engg [Non Sponsored],Un-Aided,GOPENS,4734,3.0,G,S,OPEN,2025,1
1123,"Dr.Rajendra Gode Institute of Technology & Research, Amravati",112361010,ME/M.Tech,Thermal Engineering [Non Sponsored],Un-Aided,GOPENS,4550,3.67,G,S,OPEN,2025,1
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112391210,ME/M.Tech,Transportation Engineering and Management [Non Sponsored],Un-Aided,GOPENS,4135,5.15,G,S,OPEN,2025,1
1125,"Dwarka Bahu Uddeshiya Gramin Vikas Foundation, Rajarshi Shahu College of Engineering, Buldhana",112391210,ME/M.Tech,Transportation Engineering and Management [Non Sponsored],Un-Aided,GOBCS,4428,4.09,G,S,OBC,2025,1
1126,"Takshashila Institute of Engineering & Technology, Darapur, Amravati",112524210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,4002,5.52,G,S,OPEN,2025,1
1126,"Takshashila Institute of Engineering & Technology, Darapur, Amravati",112524210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOBCS,4194,4.87,G,S,OBC,2025,1
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112629210,ME/M.Tech,Electrical Power System [Non Sponsored],Un-Aided,GOPENS,5136,1.33,G,S,OPEN,2025,1
1127,"Jagadambha Bahuuddeshiya Gramin Vikas Sanstha's Jagdambha College of Engineering and Technology, Yavatmal",112629210,ME/M.Tech,Electrical Power System [Non Sponsored],Un-Aided,GOBCS,5190,1.0,G,S,OBC,2025,1
1128,"Prof Ram Meghe College of Engineering  and Management, Badnera",112724210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided Autonomous,GOPENS,5146,1.29,G,S,OPEN,2025,1
1128,"Prof Ram Meghe College of Engineering  and Management, Badnera",112824210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,4862,2.59,G,S,OPEN,2025,1
1128,"Prof Ram Meghe College of Engineering  and Management, Badnera",112834310,ME/M.Tech,Digital Electronics [Non Sponsored],Un-Aided,GOPENS,4057,5.33,G,S,OPEN,2025,1
1128,"Prof Ram Meghe College of Engineering  and Management, Badnera",112858110,ME/M.Tech,Electrical Engineering [Electronics & Power] [Non Sponsored],Un-Aided,GOPENS,5242,0.67,G,S,OPEN,2025,1
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",112891010,ME/M.Tech,Construction Engg and Management [Non Sponsored],Un-Aided,GOPENS,3413,7.22,G,S,OPEN,2025,1
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113021210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided,GOPENS,630,21.03,G,S,OPEN,2025,1
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113021210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided,GSCS,2078,11.36,G,S,SC,2025,1
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113021210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided,GOBCS,2526,9.98,G,S,OBC,2025,1
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113024210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOPENS,3449,7.14,G,S,OPEN,2025,1
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113024210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Un-Aided,GOBCS,3785,6.17,G,S,OBC,2025,1
1130,"Vision Buldhana Educational & Welfare Society's Pankaj Laddhad Institute of Technology & Management Studies, Yelgaon",113029210,ME/M.Tech,Electrical Power System [Non Sponsored],Un-Aided,GOPENS,4668,3.33,G,S,OPEN,2025,1
1180,"Sanmati Engineering College, Sawargaon Barde, Washim",113060410,ME/M.Tech,CAD-CAM [Non Sponsored],Un-Aided,GOPENS,3490,7.0,G,S,OPEN,2025,1
1180,"Sanmati Engineering College, Sawargaon Barde, Washim",118021210,ME/M.Tech,Structural Engineering [Non Sponsored],Un-Aided,GOPENS,1222,15.51,G,S,OPEN,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118091510,ME/M.Tech,Computer Science and Information Technology [Non Sponsored],Un-Aided,GOPENS,5293,0.33,G,S,OPEN,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118224510,ME/M.Tech,Computer Engineering [Non Sponsored],Un-Aided,GOPENS,3677,6.49,G,S,OPEN,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118224510,ME/M.Tech,Computer Engineering [Non Sponsored],Un-Aided,GSCS,5141,1.29,G,S,SC,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118224510,ME/M.Tech,Computer Engineering [Non Sponsored],Un-Aided,GOBCS,4950,2.27,G,S,OBC,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118247710,ME/M.Tech,Computer Aided Structural Engineering [Non Sponsored],Un-Aided,GOPENS,3698,6.48,G,S,OPEN,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118247710,ME/M.Tech,Computer Aided Structural Engineering [Non Sponsored],Un-Aided,GSCS,5308,0.32,G,S,SC,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118247710,ME/M.Tech,Computer Aided Structural Engineering [Non Sponsored],Un-Aided,GSTS,4133,5.15,G,S,ST,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118247710,ME/M.Tech,Computer Aided Structural Engineering [Non Sponsored],Un-Aided,GVJS,5274,0.34,G,S,VJ,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118247710,ME/M.Tech,Computer Aided Structural Engineering [Non Sponsored],Un-Aided,GOBCS,4222,4.81,G,S,OBC,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118258110,ME/M.Tech,Electrical Engineering [Electronics & Power] [Non Sponsored],Un-Aided,GOPENS,3162,8.0,G,S,OPEN,2025,1
1182,"Padmashri Dr. V.B.  Kolte College of Engineering, Malkapur, Buldhana",118258110,ME/M.Tech,Electrical Engineering [Electronics & Power] [Non Sponsored],Un-Aided,GOBCS,4663,3.33,G,S,OBC,2025,1
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",118260510,ME/M.Tech,Mechanical CAD/CAM [Non Sponsored],Un-Aided,GOPENS,2618,9.67,G,S,OPEN,2025,1
1265,"Mauli Group of Institutions, College of Engineering and Technology, Shegaon.",126529210,ME/M.Tech,Electrical Power System [Non Sponsored],Un-Aided,GOPENS,4159,5.0,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",126534310,ME/M.Tech,Digital Electronics [Non Sponsored],Un-Aided,GOPENS,4253,4.67,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200819710,ME/M.Tech,Water Resource Engineering [Non Sponsored],Government Autonomous,GOPENS,1988,11.71,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200819710,ME/M.Tech,Water Resource Engineering [Non Sponsored],Government Autonomous,GSCS,2316,10.67,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200819710,ME/M.Tech,Water Resource Engineering [Non Sponsored],Government Autonomous,GSTS,4232,4.81,G,S,ST,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200819710,ME/M.Tech,Water Resource Engineering [Non Sponsored],Government Autonomous,GNT2S,2956,8.6,G,S,NT2,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200819710,ME/M.Tech,Water Resource Engineering [Non Sponsored],Government Autonomous,GOBCS,3415,7.22,G,S,OBC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200820010,ME/M.Tech,Geo Technical Engineering [Non Sponsored],Government Autonomous,GOPENS,1740,12.74,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200820010,ME/M.Tech,Geo Technical Engineering [Non Sponsored],Government Autonomous,GSCS,2968,8.6,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200821210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GOPENS,814,18.61,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200821210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GSCS,1242,15.35,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200821210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GNT3S,2418,10.33,G,S,NT3,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200821210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GOBCS,1811,12.4,G,S,OBC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200821210,ME/M.Tech,Structural Engineering [Non Sponsored],Government Autonomous,GSEBCS,1900,12.05,G,S,SEBC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200824210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GOPENS,478,25.34,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200824210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GSCS,1370,14.62,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200824210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GNT2S,4945,2.27,G,S,NT2,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200824210,ME/M.Tech,Computer Science and Engineering [Non Sponsored],Government Autonomous,GOBCS,3123,8.12,G,S,OBC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200829110,ME/M.Tech,Electrical Machine and Drive [Non Sponsored],Government Autonomous,GOPENS,4085,5.33,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200829110,ME/M.Tech,Electrical Machine and Drive [Non Sponsored],Government Autonomous,GSCS,4836,2.67,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200829110,ME/M.Tech,Electrical Machine and Drive [Non Sponsored],Government Autonomous,GOBCS,4834,2.67,G,S,OBC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200829210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GOPENS,2509,10.0,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200829210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GSCS,4470,4.0,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200829210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GNT2S,4346,4.33,G,S,NT2,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200829210,ME/M.Tech,Electrical Power System [Non Sponsored],Government Autonomous,GOBCS,3859,6.0,G,S,OBC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200837610,ME/M.Tech,Electronics Engineering [Non Sponsored],Government Autonomous,GOPENS,3139,8.1,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200837610,ME/M.Tech,Electronics Engineering [Non Sponsored],Government Autonomous,GSCS,3867,6.0,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200860610,ME/M.Tech,Production Engineering [Non Sponsored],Government Autonomous,GOPENS,2614,9.67,G,S,OPEN,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200860610,ME/M.Tech,Production Engineering [Non Sponsored],Government Autonomous,GSCS,3634,6.67,G,S,SC,2025,1
2008,"Government College of Engineering,  Chhatrapati Sambhajinagar",200860610,ME/M.Tech,Production Engineering [Non Sponsored],Government Autonomous,GSEBCS,4490,4.0,G,S,SEBC,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",200890410,ME/M.Tech,Mechanical Engineering Design [Non Sponsored],Government Autonomous,GOPENS,1961,12.0,G,S,OPEN,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202005010,ME/M.Tech,Artificial Intelligence [Non Sponsored],Government-Aided Autonomous,GOPENS,1849,12.33,G,S,OPEN,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202005010,ME/M.Tech,Artificial Intelligence [Non Sponsored],Government-Aided Autonomous,GSCS,4735,3.0,G,S,SC,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202005010,ME/M.Tech,Artificial Intelligence [Non Sponsored],Government-Aided Autonomous,GSTS,4933,2.33,G,S,ST,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202005010,ME/M.Tech,Artificial Intelligence [Non Sponsored],Government-Aided Autonomous,GNT2S,4662,3.33,G,S,NT2,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202005010,ME/M.Tech,Artificial Intelligence [Non Sponsored],Government-Aided Autonomous,GOBCS,3509,7.0,G,S,OBC,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202005010,ME/M.Tech,Artificial Intelligence [Non Sponsored],Government-Aided Autonomous,GSEBCS,1862,12.33,G,S,SEBC,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202019910,ME/M.Tech,Civil Engineering (Water Management) [Non Sponsored],Government-Aided Autonomous,GOPENS,2162,11.02,G,S,OPEN,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202019910,ME/M.Tech,Civil Engineering (Water Management) [Non Sponsored],Government-Aided Autonomous,GSCS,3199,7.91,G,S,SC,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202019910,ME/M.Tech,Civil Engineering (Water Management) [Non Sponsored],Government-Aided Autonomous,GVJS,3697,6.48,G,S,VJ,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202019910,ME/M.Tech,Civil Engineering (Water Management) [Non Sponsored],Government-Aided Autonomous,GOBCS,5111,1.35,G,S,OBC,2025,1
2020,"Shri Guru Gobind Singhji Institute of Engineering and Technology, Nanded",202019910,ME/M.Tech,Civil Engineering (Water Management) [Non Sponsored],Government-Aided Autonomous,PWDOPENS,3765,6.19,P,S,OPEN,2025,1
